scenario_id_fr,text,group
16_289_1,"Leave Todd, hurry quickly to a place with service, and call 911 there",4
16_290_1,Travel out to get service before returning,4
16_291_1,Leave him be and only focus on your survival,2
16_292_1,Leave todd to go find water.,5
16_293_1,Climb down from the mountain and get help,1
16_294_1,walk away to find help at the nearest town,1
16_295_1,Leave Todd and get help asap,1
16_296_1,Run and find someone else to help her.,1
16_297_1,cut off todd's arm,6
16_298_1,Go find help,1
16_299_1,keep walking until she can get service on her phone,4
16_300_1,walk back to find a spot that have phone reception,4
16_301_1,cut off his arm,6
16_302_1,stay till she gets his arm out,3
16_303_1,Eva should start climbing down to try to get reception to call 911.,4
16_304_1,move to find service,4
16_305_1,Go find service to call for help.,4
16_306_1,stay and do nothing,3
16_307_1,let Todd fend for himself and leave,2
16_308_1,Keep trying for service in a different location,4
16_309_1,Check Todd's phone and see if his service reaches,4
16_310_1,Rig up shade to cover her and Todd,9
16_311_1,eva can leave and go get help,1
16_209_2,chip away at the rock,7
16_210_2,cut off his arm,6
16_211_2,stay with him in hopes that someone comes by,3
16_212_2,Start a fire to try to signal a rescue,8
16_213_2,Eva could go to an area where she can get 911 service,4
16_214_2,Go get help,1
16_215_2,stay with Todd,3
16_216_2,Scream for help,11
16_217_2,Go for help.,1
16_218_2,break a tree branch to put over Todd for shade,9
16_219_2,Try more to get it out,7
16_220_2,Leave Todd to die,2
16_221_2,call for help,11
16_222_2,Leave Todd,2
16_223_2,Work on releasing Todd's arm.,7
16_224_2,Leave him and find help,1
16_225_2,go find help,1
16_226_2,Cover bodies to reduce dehydration. ,9
16_227_2,Try to help Todd remove his arm.,7
16_228_2,Eva should also be trying to get service on her phone to call for help,4
16_230_2,Have Todd repeatedly try to call 911 with his free hand while she works on removing his arm from the crevice.,4
16_231_2,Scream for help,11
16_232_2,Cut off Todd's arm to free him,6
16_233_2,She could move to a new spot and try to get a signal,4
16_234_2,Stay with Todd and continue to try and pull his arm out.,7
16_235_2,Eva could give up and they could both die in the sun.,12
16_236_2,Leave him and continue the hike,2
16_237_2,start a fire for a smoke signal,8
16_238_2,Make some shade to rest and think,9
16_239_2,Look for supplies just in case they are stuck over night,5
16_240_2,Stay with him and try and free him,7
16_241_2,Try getting his arm out anyways.,7
16_242_2,Leave Todd and go get help.,1
16_243_2,Hydrate with snow.,5
16_244_2,"If possible, get anything burnable in a pile and light a fire (not too close to Todd of course).",8
16_245_2,wait for help,3
16_246_2,find water,5
16_247_2,drink plenty of liquids,5
16_249_2,Eva can climbed down the mountain and look for people nearby.,1
16_250_2,Try walking and calling again,4
16_251_2,use short wave radio,1
16_252_2,Look around for other hikers,8
16_253_2,Create a smoke signal to identfy the issue to others,8
16_254_2,Shoot flares to get attention.,8
16_255_2,walk for help,1
16_256_2,leave her friend and try to find water,5
16_257_2,"He could cut his arm off, like that guy in 127 hours",6
16_258_2,Find a better location for signal,4
16_259_2,Go look for water,5
16_260_2,try to find something to free todd,7
16_261_2,Try to get his arm out,7
16_262_2,try to find water,5
16_263_2,leave him to try to find help,1
16_264_2,Look for help,1
16_265_2,start walking for help,1
16_266_2,Keep trying to get his arm out.,7
16_267_2,She could leave him and go get help,1
16_268_2,Leave and find help,1
16_269_2,Start a fire,8
16_270_2,Stay with Todd.,3
16_271_2,stay with the dude and help to the bitter end,3
16_272_2,Eva goes down by herself to get help.,1
16_273_2,look for a plant to get some water,5
16_274_2,go where she can get phone service,4
16_275_2,cut his arm,6
16_276_2,walk around trying to get phone service,4
16_277_2,she should try to get help,1
16_278_2,Try to climb to higher ground to get a cell signal,4
16_279_2,Try again to get Todd unstuck.,7
16_280_2,"Eva could continue to help Todd, risking her health.",7
16_281_2,"Encourage Todd to save his urine in a water bottle, if he has one. ",13
16_282_2,go get help,1
16_283_2,leave todd and go look for a better cell signal,4
16_284_2,Cut Todd's arm off. ,6
16_285_2,Leave and go to the nearest town to get help.,1
16_286_2,Cut Todd's arm off to free him,6
16_287_2,Cut his arm off,6
16_288_2,make a signal fire,8
16_289_2,Stay with Todd but cover him to shade him and then move herself to the closest area of shade,9
16_290_2,piss in a bottle and give it to him to drink,13
16_291_2,Stay with him at all times until help arrives,3
16_292_2,Cut todds arm off to free him.,6
16_293_2,Break the rock with another rock,7
16_294_2,find a tall hill for cell service,4
16_295_2,Wait with Todd until the morning,3
16_296_2,Try using Todds phone instead.,4
16_297_2,cover him and go for help,1
16_298_2,Stay with Todd until someone else passes by,3
16_299_2,cover Todd with something that could keep the sun off him,9
16_300_2,walk back to find somebody that can help,1
16_301_2,hike to a spot with service,4
16_302_2,Try go get water for the both of them,5
16_303_2,Eva should rig up a shade over both of them while they wait for discovery.,9
16_304_2,give him water and her,5
16_305_2,Go find help on foot.,1
16_306_2,leave and gt help,1
16_307_2,stay and both potentially die,3
16_308_2,Use a flag to attract attention,8
16_309_2,Rub sunscreen on his arm to try and loosen it,7
16_310_2,Look for water,5
16_311_2,they could chop todds arm and get him free,6
16_209_3,start a signal fire,8
16_210_3,go get water,5
16_211_3,walk until she gets a cell phone signal,4
16_212_3,Go look for help,1
16_213_3,Eva could leave Todd in the crevice and save herself,2
16_214_3,Leave Todd and do nothing,2
16_215_3,check for other bad rocks,7
16_216_3,Try to find someone who can go get help,1
16_217_3,Try to find a place with phone service nearby.,4
16_218_3,go for help,1
16_219_3,Walk away until she has able to get service,4
16_220_3,Remove Todd's arm to free him,6
16_221_3,leave him,2
16_222_3,Walk around until she gets a signal,4
16_223_3,Make a shelter from the sun while she figures out what to do.,9
16_224_3,Wait for rescue,3
16_225_3,yell until they are heard,11
16_226_3,Scream for help. ,11
16_227_3,Go for help,1
16_228_3,Eva may have to assist Todd in cutting his arm off if there isn't another option and help can't be found,6
16_230_3,Run out to a stream to get some water then return to Todd.,5
16_231_3,try call 911 again,4
16_232_3,Kill Todd,10
16_233_3,She could try to conserve her water,5
16_234_3,Use a tourniquet and cut off the arm.,6
16_235_3,Eva could cut off Todd's arm so they can leave.,6
16_236_3,Find a spot with service,4
16_237_3,keep trying to get his arm out,7
16_238_3,Walk around to find phone service,4
16_239_3,Try walking around to get service ,4
16_240_3,Keep on with the hike,2
16_241_3,Go walk around and see if she can get service in another spot.,4
16_242_3,Leave Todd.,2
16_243_3,Try to set a fire.,8
16_244_3,Walk around area and see if there's water.,5
16_245_3,see if someone is around,1
16_246_3,put some sort of shade over them,9
16_247_3,hope air craft flies over,8
16_249_3,Eva can move to a nearby location with better network service,4
16_250_3,Stop helping him and leave,2
16_251_3,light a flare,8
16_252_3,Try to lubricate Todd's arm to free him,7
16_253_3,leave Todd there to die,2
16_254_3,Keep trying to call 911,4
16_255_3,keep trying to get his arm out,7
16_256_3,continue to help Todd get his arm out,7
16_257_3,Keep trying to pull his arm out,7
16_258_3,Collect water,5
16_259_3,Walk around to find cell service,4
16_260_3,look for other people,1
16_261_3,Cut his arm off,6
16_262_3,leave the area in search of better cell service,4
16_263_3,walk a little ways away to try to get service,4
16_264_3,Walk around and look for service,4
16_265_3,look for a water source,5
16_266_3,Walk down the mountain and find help.,1
16_267_3,She could stay with him and they both die,3
16_268_3,Find something to shade Todd with,9
16_269_3,Just keep walking,2
16_270_3,Keep trying to get his arm out.,7
16_271_3,cut off his arm like in that movie,6
16_272_3,Eva should be aware people can survive without water for days.,3
16_273_3,see if anyone else is at the bottom  of the mountain.,1
16_274_3,ration water,5
16_275_3,break his arm,6
16_276_3,cut off Todd's arm,6
16_277_3,she should try to get water,5
16_278_3,Look for water to sustain her rescue efforts,5
16_279_3,Cut off Todd's arm.,6
16_280_3,"Eva could leave Todd, and not look for help.",2
16_281_3,Scream for help,11
16_282_3,just abandon him,2
16_283_3,leave todd and go look for help,1
16_284_3,Kill Todd.,10
16_285_3,Try to find someone else near by.,1
16_286_3,Drink some water,5
16_287_3,Leave him to die,2
16_288_3,yell for help,11
16_289_3,Sit with Todd in the sun and pray for help to arrive,3
16_290_3,leave for help,1
16_291_3,Leave to find help ,1
16_292_3,Leave Todd to go find help.,1
16_293_3,Move to a lower location on the mountain to get service,4
16_294_3,Keep trying to free his arm,7
16_295_3,Rip Todd's arm off,6
16_296_3,Put up something to cover Todd and her from the sun do prevent more dehydration.,9
16_297_3,cover him and hike until she gets service,4
16_298_3,Try to flag someone down from far away,8
16_299_3,look for water,5
16_300_3,Walk back to the car and then go ask for help,1
16_301_3,leave him for dead,2
16_302_3,Go to the town to look for help,1
16_303_3,Eva should try to find a cactus to get some water.,5
16_304_3,go to the car and find something to pull him up,1
16_305_3,Wait for someone to stumble upon them.,3
16_306_3,break his arm and try to get it out,6
16_307_3,Climb up/down for a better signal,4
16_308_3,Yell for help,11
16_309_3,Put something over them to shield them from the sun,9
16_310_3,Yell for help,11
16_311_3,eva could try and find water to help them survive,5
16_209_4,finish the hike,2
16_210_4,go get help,1
16_211_4,Leave him there,2
16_212_4,Continue to try to dislodge the arm,7
16_213_4,Eva could try to shield them from the sun with items of clothing,9
16_214_4,Keep trying new spots to call,4
16_215_4,find a way out,1
16_216_4,Look for a body of water,5
16_217_4,Attempt to cut off Todd's arm to free him.,6
16_218_4,go find water,5
16_219_4,Walk to get help if she doesn't get service,1
16_220_4,Go for help,1
16_221_4,break his arm,6
16_222_4,Retrace their steps and go for help,1
16_223_4,Cut off Todd's arm. ,6
16_224_4,Help him longer,7
16_225_4,help Tom get his arm free,7
16_226_4,Light a rescue fire. ,8
16_227_4,Scream for help,11
16_228_4,Eva may have to leave Todd and never return,2
16_230_4,Find something she can use to cut Todd's arm off.,6
16_231_4,try help the friend,7
16_232_4,Leave Todd and forget he exists,2
16_233_4,She could try to see if she can see anyone else around,1
16_234_4,Walk around to try and get signal.,4
16_235_4,Eva could abandon Todd and head back to safety.,2
16_236_4,Return to their vehicle,2
16_237_4,run for help,1
16_238_4,Start a small fire to signal someone,8
16_239_4,Look for others ,1
16_240_4,Try and find water,5
16_241_4,Just leave Todd there and go on with her day.,2
16_242_4,Walk somewhere where you have service.,4
16_243_4,Stay with Todd.,3
16_244_4,Wait for daylight and start walking back for help but having to leave Todd.,2
16_245_4,leave and get help,1
16_246_4,walk until she finds service,4
16_247_4,watch for another mountain climber to help,1
16_249_4,She can try to break the rock with any hard object,7
16_250_4,Cut his arm off,6
16_251_4,turn on a beacon,8
16_252_4,Leave Todd and go to the nearest ranger station,1
16_253_4,Say I am sorry Todd but I will not die for you by staying here,2
16_254_4,Keep trying to free his arm,7
16_255_4,leave him there,2
16_256_4,make a camp and wait,3
16_257_4,Help get water,5
16_258_4,Setup camp,3
16_259_4,Keep trying to free the arm,7
16_260_4,try todds cell phone,4
16_261_4,Do nothing and accept that it' their time to die,12
16_262_4,drink her own urine for hydration,13
16_263_4,ask Todd what he wants her to do,3
16_264_4,Keep trying to get his arm out,7
16_265_4,walk to find cell service,4
16_266_4,Send an sos message.,8
16_267_4,She could try to find service for her phone,4
16_268_4,Cut his arm off ,6
16_269_4,Only walk at night,14
16_270_4,Try walking around until she gets service.,4
16_271_4,leave and return with help,1
16_272_4,There might be water source in the cervice.,5
16_273_4,go down the mountain and try to get service ,4
16_274_4,climb down mountain and get help,1
16_275_4,stay and wait for help,3
16_276_4,keep pulling at Todd,7
16_277_4,she should try calming Todd down that everything will be ok,3
16_278_4,Try creating a wedge or lever to free Todd's arm,7
16_279_4,Stay with Todd until help arrives.,3
16_280_4,"Eva could look for fresh water, then come back and continue trying to free him.",5
16_281_4,Try to walk somewhere and find help,1
16_282_4,take a nap,12
16_283_4,find higher ground and hope for a cell signal,4
16_284_4,Leave to get help with the intention to come back for Todd.,1
16_285_4,Cut his arm off to free him.,6
16_286_4,Go back to make a call,4
16_287_4,Go find water,5
16_288_4,reduce activity,3
16_289_4,Leave Todd all her food and water and then hurry as fast as she can to a place where she can get help.,1
16_290_4,mark the location and leave ,1
16_291_4,Leave to find food and water for a little bit,5
16_292_4,Leave to find better cell service.,4
16_293_4,Scream for help,11
16_294_4,go out on the trail to find another person to help,1
16_295_4,Todd can cut his arm off,6
16_296_4,Leave Todd and drive to the police station to find help.,1
16_297_4,yell for help,11
16_298_4,Leave Todd,2
16_299_4,wait until the sun is down and walk until help is found,14
16_300_4,find a spot that have phone reception and google for solution,4
16_301_4,stay with him until they both die,3
16_302_4,Go to another location to look for better network reception,4
16_303_4,Eva should yell out for help as loud as she could.,11
16_304_4,try to find someone around,1
16_305_4,Stay with him untill he dies.,3
16_306_4,cut his arm off,6
16_307_4,Climb down and get help,1
16_308_4,Keep trying to get his arm out,7
16_309_4,"Call for help and walk around a bit, keeping an eye on Todd",1
16_310_4,Try to find a way to lever Todd free instead of just pulling,7
16_311_4,eva can document where they are so she can find her way back,1
16_209_5,cut off his arm,6
16_210_5,jump off the cliff,12
16_211_5,continue to try to get him out. ,7
16_212_5,Take a break to not exert all her energy,3
16_213_5,Eva could try and find water somewhere,5
16_214_5,Keep trying to remove Todd,7
16_215_5,find cell service,4
16_216_5,Find a ranger,1
16_217_5,Leave Todd trapped.,2
16_218_5,try Todds phone,4
16_219_5,Make sure he is comfortable,3
16_220_5,Nothing,12
16_221_5,kill him,10
16_222_5,Stay with Todd and hope for the best,3
16_223_5,Talk with Todd about what to do.,3
16_224_5,Cut his arm off,6
16_225_5,leave Tom to fend for himself,2
16_226_5,Continue trying to get Todd's arm free. ,7
16_227_5,Call someone else,4
16_228_5,Eva should bring back supplies if she can't find help to assist todd,1
16_230_5,Give up and do nothing.,12
16_231_5,encourage the friend to try recover,3
16_232_5,Stay by Todd and die together or get rescued randomly,3
16_233_5,She could try to move some of the rocks in order for him to get his arm moved out,7
16_234_5,Wait until the sun goes down a bit more to continue trying and avoid heat exhaustion,14
16_235_5,Eva could walk back to town to get help.,1
16_236_5,Stay with him,3
16_237_5,run away and just leave Todd,2
16_238_5,go get help marking the way,1
16_239_5,Keep trying to save her friend,7
16_240_5,build a fire to draw attention,8
16_241_5,Leave to get some water and then come back and help Todd.,5
16_242_5,Cut Todd's arm off.,6
16_243_5,Ask Todd what he thinks about what to do.,3
16_244_5,"If all else fails, cut his arm off????",6
16_245_5,talk to him and make sure he's okay,3
16_246_5,try to find a road,1
16_247_5,pray,12
16_249_5,She should try and get food and water for them.,5
16_250_5,Wait until evening to continue her efforts.,14
16_251_5,try to free the hand,7
16_252_5,Find an emergency shelter somewhere with a phone,4
16_253_5,Run away,2
16_254_5,Just walk away,2
16_255_5,keep trying to get cell service,4
16_256_5,pray,12
16_257_5,"Cover him with clothes, then work again at night time",9
16_258_5,Rest for awhile,3
16_259_5,Cut the arm off,6
16_260_5,go look for cell service.,4
16_261_5,Leave him there and go home,2
16_262_5,try to find anyone nearby who can help,1
16_263_5,make a shelter/suncreen to block the sun and reduce dehydration,9
16_264_5,Amputate the arm,6
16_265_5,secure todd any way possible until she can do any of the above,7
16_266_5,Cut Todds arm off.,6
16_267_5,She could stay until others happen upon them,3
16_268_5,Set up an SOS for so others will see that she needs help,8
16_269_5,Look around until service found,4
16_270_5,Try to find a cactus to get water.,5
16_271_5,go somewhere for better service,4
16_272_5,Cut off Tod's arm.,6
16_273_5,cry,12
16_274_5,scream for help,11
16_275_5,try to send an SOS,8
16_276_5,rest to save energy and try later,14
16_277_5,she should be more possitive,0
16_278_5,Saw Todd's arm off with a knife,6
16_279_5,Search for water and come back.,5
16_280_5,Eva could look for a hard object to chip away at the rock.,7
16_281_5,Consider cutting Todd's arm off,6
16_282_5,"go get water, then come back",5
16_283_5,give up on todd and go home,2
16_284_5,Find a place to take shelter until it's cooler and come back for Todd. ,1
16_285_5,Try to find a place with service for her phone and call for help.,4
16_286_5,Stay and wait for Tom to die.,3
16_287_5,Scream for help,11
16_288_5,monitor phone for signal,4
16_289_5,Cut off Todd's arm with her pocketknife to free him.,6
16_290_5,leave him to die,2
16_291_5,Chop his arm off,6
16_292_5,"Stay with Todd, continuing to try and free him.",7
16_293_5,Wait until nighttime to pull the arm out of the crevice,14
16_294_5,cut off his arm,6
16_295_5,Keep trying to get his arm out,7
16_296_5,Try harder to free Todd and not worry about dehydration.,7
16_297_5,make an sos sign,8
16_298_5,Cut the arm off,6
16_299_5,keep waiting until a rescue team shows up,3
16_300_5,await the next day,3
16_301_5,go looking for a source of water,5
16_302_5,Leave him there,2
16_303_5,Eva should break Todd's arm to try to make it more pliable.,6
16_304_5,see if she has a fire signal or do one,8
16_305_5,Cut his arm off and free.,6
16_306_5,leave and don't get help,2
16_307_5,scream for help hoping someone hears,11
16_308_5,Make a tent for a sun block,9
16_309_5,Leave Todd to get help,1
16_310_5,Wait for the sun to go down somewhat and hike out to find help,14
16_311_5,she could walk around until she gets service,4
17_209_1,keep calling,1
17_210_1,call his boss again,1
17_211_1,Call another worker,2
17_212_1,Close the store and leave a note on the door,3
17_213_1,He could close the store and go to court,3
17_214_1,Call boss,1
17_215_1,close the store,3
17_216_1,Call a coworker to cover for him,2
17_217_1,Wait for his boss anyway.,4
17_218_1,lock door and go to appt,3
17_219_1,Wait for his boss to get there,4
17_220_1,Leave,6
17_221_1,call his boss,1
17_222_1,Leave without leaving a note,6
17_223_1,Call another coworker to fill in for him.,2
17_224_1,Lock up and leave,3
17_225_1,call another employee,2
17_226_1,See if another coworker can come in. ,2
17_227_1,Close the store down and go to his court appointment,3
17_228_1,He should first try and call his boss a few more times before trying anything else,1
17_230_1,Shut the store down and leave behind a note explaining the situation.,3
17_231_1,Wait for his boss,4
17_232_1,Lock up the store and leave a note,3
17_233_1,He could call another employee to come in.,2
17_234_1,He could call another employee to take over.,2
17_235_1,Jeff could call a coworker and have them cover his shift.,2
17_236_1,Close the store,3
17_237_1,keep calling,1
17_238_1,Call the court to reschedule,7
17_239_1,Call another employee to come in ,2
17_240_1,Call the court to explain he will be late,7
17_241_1,He could close the store down and leave.,3
17_242_1,Leave a note and go.,12
17_243_1,Miss the court appointment.,5
17_244_1,Call court to tell them he'll be late.,7
17_245_1,Can leave someone in charge.,2
17_246_1,call someone else in,2
17_247_1,call the court to report being late,7
17_249_1,He should close the store,3
17_250_1,Work his shift anyway,5
17_251_1,ask a friend to help,8
17_252_1,Close the shop and go to court,3
17_253_1,Close the store,3
17_254_1,Keep calling Boss,1
17_255_1,call the court and let them know,7
17_256_1,he could just leave,3
17_257_1,"Close the store for ""an emergency""",3
17_258_1,Leave anyways,6
17_259_1,Miss the court appointment,5
17_260_1,call the boss again,1
17_261_1,Lock the store and leave,3
17_262_1,close the store and leave anyway,3
17_263_1,lock up and leave anyway,3
17_264_1,Leave the store unattended,6
17_265_1,call another employee to come in,2
17_266_1,Leave the store without his replacement.,6
17_267_1,Jeff could call his bosses family,14
17_268_1,Call the courthouse to advise ,7
17_269_1,Call into to a coworker of his and ask him to take over,2
17_270_1,Close the store.,3
17_271_1,ditch the job to hit the court date,9
17_272_1,Leave the store unattended.,6
17_273_1,continue to call boss,1
17_274_1,call a coworker to cover you,2
17_275_1,close up the store and go to court,3
17_276_1,call a coworker to take over,2
17_277_1,he should try to put himself together,0
17_278_1,Call another employee to come in,2
17_279_1,Call his boss.,1
17_280_1,Jeff could ask another coworker to come in and take over.,2
17_281_1,Blow off work.,9
17_282_1,keep working,5
17_283_1,close the store,3
17_284_1,Skip the court appointment,5
17_285_1,Jeff could lock up the store and go to court.,3
17_286_1,Lock up and leave.,3
17_287_1,Leave anyway,6
17_288_1,wait for his boss to respond,4
17_289_1,Call the court and beg to reschedule the appointment.,7
17_290_1,call him,1
17_291_1,Leave a voicemail,10
17_292_1,Stay until the boss gets in.,4
17_293_1,Leave a note on the desk saying that he has to go,12
17_294_1,leave and close the store,3
17_295_1,Close the store early and leave for the appointment,3
17_296_1,Leave the store unattended and go to the appointment.,6
17_297_1,lock the store and leave,3
17_298_1,Call another employee to cover for him,2
17_299_1,see if any other employees could cover him,2
17_300_1,leave a message on his boss phone and go to the appointment,10
17_301_1,close the store,3
17_302_1,Close the store,3
17_303_1,Jeff could lock up and close the store and go anyway.,3
17_304_1,close the store,3
17_305_1,Call the courts to explain situation.,7
17_306_1,lock up and leave and hope the owner shows up,3
17_307_1,close up and leave,3
17_308_1,Text the boss,11
17_309_1,Call the court to let them know he's running late,7
17_310_1,Leave and go to his appointment,6
17_311_1,lock the store down and close it and leave,3
17_209_2,call another employee ,2
17_210_2,call somebody else to cover for him,2
17_211_2,stay at work,5
17_212_2,Wait for the boss to arrive,4
17_213_2,He could call a co-worker to come and take over,2
17_214_2,Call someone else to cover shift,2
17_215_2,call another co worker,2
17_216_2,Leave anyway,6
17_217_2,Leave the store unattended.,6
17_218_2,call police to check on owner at home,13
17_219_2,Call the court and explain the situation,7
17_220_2,Find someone else to get in touch with to alert his boss,2
17_221_2,call a colleague,2
17_222_2,Leave a note,12
17_223_2,Keep calling his boss.,1
17_224_2,Call his boss's family,14
17_225_2,close the store ,3
17_226_2,Try to reschedule the court appointment. ,7
17_227_2,Call another worker to take his shift,2
17_228_2,If he can't get his boss on the phone then he should next call another fellow employee and see if they can cover for him,2
17_230_2,Call the court and explain the situation.,7
17_231_2,Skip the court,5
17_232_2,Leave the store unattended,6
17_233_2,He could put a closed sign on the door and lock up and leave.,3
17_234_2,He could lock up the store and leave a note on the door.,3
17_235_2,Jeff could lock up the store and go to his appointment.,3
17_236_2,Call his boss,1
17_237_2,call one of Jeff's friends and see if they know anything,14
17_238_2,Call a coworker to cover for him,2
17_239_2,Reschedule his appointment  ,7
17_240_2,Call another employee to see if they can come in,2
17_241_2,He could miss the court appointment and wait for Jeff.,5
17_242_2,Leave without saying anything.,6
17_243_2,Leave and lock up.,3
17_244_2,Close up the store and leave a note.,3
17_245_2,Can close the store,3
17_246_2,postpone appointment,7
17_247_2,call another employee,2
17_249_2,He can wait for his boss,4
17_250_2,Call another employee to help,2
17_251_2,close the shop,3
17_252_2,Stay at the store,5
17_253_2,Call his boss again,1
17_254_2,close the shop and lock it,3
17_255_2,try to re-schedule the appointment,7
17_256_2,see if another employee can cover him,2
17_257_2,Text his manager that he had to go,11
17_258_2,Contact the court and explain,7
17_259_2,Keep calling the boss,1
17_260_2,call another employee to take over his shift,2
17_261_2,Leave the store unlocked and leave,6
17_262_2,call another coworker and ask them to cover,2
17_263_2,call another coworker to come in and cover,2
17_264_2,Call the court and try to explain the situation,7
17_265_2,close the store temporarily ask for forgiveness later,3
17_266_2,Contact the court and let them know he needs to reschedule.,7
17_267_2,Jeff could leave the store unattended,6
17_268_2,Call the boss again to see what is wrong,1
17_269_2,Call the courthouse and explain the issue,7
17_270_2,Stay and work.,5
17_271_2,ask a friend to take over,8
17_272_2,Close the store temporarily.,3
17_273_2,reschedule appointment ,7
17_274_2,"write a note, leave on locked store door",3
17_275_2,leave without closing,6
17_276_2,call his court to see if it is ok if he is late,7
17_277_2,Try to be calm,0
17_278_2,Call the court to see if he can be late,7
17_279_2,Leave a note on the door.,12
17_280_2,Jeff could close the store and leave.,3
17_281_2,Blow off the court appointment. ,5
17_282_2,go home,6
17_283_2,miss his appointment,5
17_284_2,Abandon the store,6
17_285_2,Jeff could call the court and explain his situation.,7
17_286_2,Keep calling his boss,1
17_287_2,Go to court and leave a note,12
17_288_2,wait for his boss to show up,4
17_289_2,"Lock up the store, put a ""closed"" sign on the door, and go to the court appointment.",3
17_290_2,ask is he is okay,0
17_291_2,Leave a written note at work,12
17_292_2,Leave the store and go to the appointment.,6
17_293_2,Call another employee to take the shift,2
17_294_2,leave and keep the store open,6
17_295_2,Wait and miss his appointment,5
17_296_2,Ask a customer to watch the counter until his boss gets there.,0
17_297_2,call his boss,1
17_298_2,Close the store,3
17_299_2,leave a message on his boss's phone and lock the store,3
17_300_2,just go to the appointment,6
17_301_2,call the court to say he will be late,7
17_302_2,wait for his boss,4
17_303_2,Jeff could call a co-worker and ask to take over until the boss comes.,2
17_304_2,ask someone to take care store,2
17_305_2,"Lock up the store the best he can and go, forfeiting his job.",3
17_306_2,call the owner and wait,1
17_307_2,call his boss,1
17_308_2, Call the other clerks,2
17_309_2,Call his boss to urge the boss to arrive soon,1
17_310_2,Call the court and try to get a delay,7
17_311_2,just leave with the store still open,6
17_209_3,reschedule appointment,7
17_210_3,stay at the store,4
17_211_3,call the court to reschedule,7
17_212_3,Call the court and ask for a extension,7
17_213_3,He could leave and hope that his boss shows up,6
17_214_3,Call the court ,7
17_215_3,just leave,6
17_216_3,Close the store,3
17_217_3,Continue to try calling the boss.,1
17_218_3,call court and explain,7
17_219_3,Leave the store,6
17_220_3,Lock the store up until the boss arrives,3
17_221_3,try to reschedule his appointment,7
17_222_3,Leave a message on his boss' phone,10
17_223_3,Stay at work and miss the court date.,5
17_224_3,Leave with store open,6
17_225_3,leave the store unstaffed ,6
17_226_3,Continue trying to reach boss. ,1
17_227_3,Keep calling the boss,1
17_228_3,If the employee can't be reached or can't come in then he should next phone a friend and see if they can come in while he goes to court,8
17_230_3,Call a family member and ask if they can come to the store and stick around and explain the situation to the boss.,8
17_231_3,Ask for help from friend,8
17_232_3,Skip the court meeting,5
17_233_3,He could call the police and have them do a wellness check on Jeff.,13
17_234_3,He could leave a voice message explaining the situation to his boss.,10
17_235_3,Jeff could forget about his appointment and keep working.,5
17_236_3,Wait in the store,4
17_237_3,cancel the court appointment,7
17_238_3,call a friend to cover for him,8
17_239_3,Lock up the store and go to his appointment ,3
17_240_3,Close the store,3
17_241_3,He could call the court and see if he could delay it.,7
17_242_3,Stay at work.,5
17_243_3,Get someone to replace him.,2
17_244_3,There should be 2 people in the store working so wait for the 2nd person to show up on time.,4
17_245_3,Drive to the Owner's house,0
17_246_3,continue calling boss,1
17_247_3,reschedule the court appointment,7
17_249_3,He can leave the store open and hope that his boss arrive early,6
17_250_3,Leave and go to his court hearing,6
17_251_3,leave a note and close the shop,3
17_252_3,Call the court and explain the situation,7
17_253_3,Call another worker in,1
17_254_3,Just walk out of work,6
17_255_3,close the store,3
17_256_3,leave his boss a message and leave,10
17_257_3,See if there's another employee to help,2
17_258_3,Find another coworker to substitute,2
17_259_3,Close up the store and leave,3
17_260_3,close early,3
17_261_3,Call a coworker and see if they can come in,2
17_262_3,stay and miss his appointment,5
17_263_3,miss the important court appointment (call and explain to them),5
17_264_3,Wait for the boss to show up,4
17_265_3,call the court and try to explain the situation,7
17_266_3,Keep calling his boss.,1
17_267_3,Jeff could call police to do a welfare check,13
17_268_3,Leave the store hoping boss will be show up soon,6
17_269_3,Just leave and lock up,3
17_270_3,Call someone else in.,2
17_271_3,close the store,3
17_272_3,Ignore the court appointment.,5
17_273_3,see if appointment can be virtual ,7
17_274_3,leave voice message for boss,10
17_275_3,call his boss again,1
17_276_3,call someone who can contact Jeff,14
17_277_3,he should try to be more positive,0
17_278_3,Lock up the store and leave,3
17_279_3,Call the court to inform them he will be late.,7
17_280_3,"Jeff could call the court and lie, saying an extenuating circumstance has occurred.",7
17_281_3,Find someone else to take over his shift. ,2
17_282_3,keep calling the boss,1
17_283_3,try to schedule his appointment for later in the day,7
17_284_3,Call the police and report his boss missing.,13
17_285_3,Jeff could stay at work and miss court.,5
17_286_3,Leave without calling,6
17_287_3,Call another worker to cover,2
17_288_3,close the store and leave to attend the appointment,3
17_289_3,Continue to work at the store until his boss shows up and arrive at the court appointment late.,4
17_290_3,call off the meeting,7
17_291_3,Not go to the court and stay at work,5
17_292_3,Call the boss to see where they are at.,1
17_293_3,Simply leave without notice,6
17_294_3,miss his appointment,5
17_295_3,Keep calling his boss,1
17_296_3,Quit and just leave.,9
17_297_3,call his boss's family,14
17_298_3,Leave the store unattended,6
17_299_3,call the court and try to get rescheduled,7
17_300_3,ask a coworker to cover for him,2
17_301_3,skip court,5
17_302_3,Drop a text for his boss and close the store,3
17_303_3,Jeff could ask a family member to come mind the store until the boss comes.,8
17_304_3,skip the appointment,5
17_305_3,Call another employee to come in until the boss can.,2
17_306_3,stay and miss court appointment,5
