type,condition1,condition2,trialNo,target,stim1,stim2,stim3,stim4,stim5,stim6,key,ITI,presTime,ISI,presTimeS2,stimFormat,title,content,trialText,button1,feedbackIncorrect,feedbackTime,random,randomBlock,subjectGroup
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.",na,Continue,na,na,na,3,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Brian to do each thing?,Go to the next page to start seeing different proposals for what Brian could do.,na,na,na,na,na,3,3
test,possible,scenario3,49,How irrational would it be for Brian to. . . explain the situation to his boss?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,50,How irrational would it be for Brian to. . . ask other employees what to do?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,51,How irrational would it be for Brian to. . . get a payday advance loan?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,52,How irrational would it be for Brian to. . . sell something he owns for money?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,53,How irrational would it be for Brian to. . . use money from his own wallet?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,54,How irrational would it be for Brian to. . . add in money from his daily tips?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,55,How irrational would it be for Brian to. . . borrow money from a friend?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,possible,scenario3,56,How irrational would it be for Brian to. . . write a check for $50.75?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,impossible,scenario3,57,How irrational would it be for Brian to. . . turn the cash register invisible?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,impossible,scenario3,58,How irrational would it be for Brian to. . . use some monopoly money instead?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,impossible,scenario3,59,How irrational would it be for Brian to. . . take pictures of missing bills?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,impossible,scenario3,60,How irrational would it be for Brian to. . . get the money by sneezing a lot?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,immoral,scenario3,61,How irrational would it be for Brian to. . . overcharge the next customers?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,immoral,scenario3,62,How irrational would it be for Brian to. . . steal money from a coworker?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,immoral,scenario3,63,How irrational would it be for Brian to. . . lie about how much the bakery sold?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,immoral,scenario3,64,How irrational would it be for Brian to. . . give new customers incorrect change?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,improbable,scenario3,65,How irrational would it be for Brian to. . . find the money on the ground?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,improbable,scenario3,66,How irrational would it be for Brian to. . . discover the money is in his pocket?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,improbable,scenario3,67,How irrational would it be for Brian to. . . get a child to donate the money?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,improbable,scenario3,68,How irrational would it be for Brian to. . . receive a 100 dollar tip?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,irrational,scenario3,69,How irrational would it be for Brian to. . . close the store five hours early?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,irrational,scenario3,70,How irrational would it be for Brian to. . . pay with his retirement fund?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,irrational,scenario3,71,How irrational would it be for Brian to. . . try to invent new pastries?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
test,irrational,scenario3,72,How irrational would it be for Brian to. . . discount food to encourage tipping?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,3,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Liz decides to go to the gym on her lunch break because she is going to have to work late tonight and won't have time during the evening. When she gets to the gym, she realizes that her membership has expired since she last went.",na,Continue,na,na,na,4,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Liz to do each thing?,Go to the next page to start seeing different proposals for what Liz could do.,na,na,na,na,na,4,3
test,possible,scenario4,73,How irrational would it be for Liz to. . . wait to go to the gym tomorrow?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,74,How irrational would it be for Liz to. . . go for a run outside instead?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,75,How irrational would it be for Liz to. . . decide to lift weights at home?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,76,How irrational would it be for Liz to. . . eat lunch instead of working out?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,77,How irrational would it be for Liz to. . . use a friend's guest pass?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,78,How irrational would it be for Liz to. . . pay for a one-day gym pass?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,79,How irrational would it be for Liz to. . . be allowed in just this once?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,possible,scenario4,80,How irrational would it be for Liz to. . . renew her gym membership?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,impossible,scenario4,81,How irrational would it be for Liz to. . . turn invisible and go in?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,impossible,scenario4,82,How irrational would it be for Liz to. . . wish all gyms to be free forever?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,impossible,scenario4,83,How irrational would it be for Liz to. . . renew her membership by blinking?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,impossible,scenario4,84,How irrational would it be for Liz to. . . turn her hat into a gym pass?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,immoral,scenario4,85,How irrational would it be for Liz to. . . take someone else's gym card?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,immoral,scenario4,86,How irrational would it be for Liz to. . . claim she left her wallet inside?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,immoral,scenario4,87,How irrational would it be for Liz to. . . sneak past the gym attendant?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,immoral,scenario4,88,How irrational would it be for Liz to. . . go in the back door without paying?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,improbable,scenario4,89,How irrational would it be for Liz to. . . learn the gym stopped checking IDs?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,improbable,scenario4,90,How irrational would it be for Liz to. . . receive a free lifetime membership?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,improbable,scenario4,91,How irrational would it be for Liz to. . . find a one-day pass in purse?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,improbable,scenario4,92,How irrational would it be for Liz to. . . discover the gym is free today?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,irrational,scenario4,93,How irrational would it be for Liz to. . . decide to never exercise again?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,irrational,scenario4,94,How irrational would it be for Liz to. . . try again in three minutes?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,irrational,scenario4,95,How irrational would it be for Liz to. . . complain in a foreign language?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
test,irrational,scenario4,96,How irrational would it be for Liz to. . . run back and forth across lobby?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,4,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,Mary is about to go to her final class of the day when she remembers that there a homework assignment that is due. Mary's mom accidentally took her homework assignment out of her backpack when she was making room for her lunch. Now Mary has nothing to turn in for credit.,na,Continue,na,na,na,5,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Mary to do each thing?,Go to the next page to start seeing different proposals for what Mary could do.,na,na,na,na,na,5,3
test,possible,scenario5,97,How irrational would it be for Mary to. . . run home to get her homework?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,98,How irrational would it be for Mary to. . . bring in her homework tomorrow?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,99,How irrational would it be for Mary to. . . ask for an extra-credit assignment?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,100,How irrational would it be for Mary to. . . ask her mom what she should do?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,101,How irrational would it be for Mary to. . . explain what happened to her teacher?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,102,How irrational would it be for Mary to. . . quickly redo the homework assignment?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,103,How irrational would it be for Mary to. . . ask her mom to bring the homework?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,possible,scenario5,104,How irrational would it be for Mary to. . . have her parents call the teacher?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,impossible,scenario5,105,How irrational would it be for Mary to. . . have her homework teleported?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,impossible,scenario5,106,How irrational would it be for Mary to. . . remind herself yesterday evening?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,impossible,scenario5,107,How irrational would it be for Mary to. . . turn in several socks instead?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,impossible,scenario5,108,How irrational would it be for Mary to. . . erase the teacher's memory?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,immoral,scenario5,109,How irrational would it be for Mary to. . . quickly copy someone's homework?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,immoral,scenario5,110,How irrational would it be for Mary to. . . put her name on a friend's homework?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,immoral,scenario5,111,How irrational would it be for Mary to. . . forge an excuse note?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,immoral,scenario5,112,How irrational would it be for Mary to. . . lie about being sick to go home?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,improbable,scenario5,113,How irrational would it be for Mary to. . . discover her teacher is absent?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,improbable,scenario5,114,How irrational would it be for Mary to. . . learn school is canceled today?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,improbable,scenario5,115,How irrational would it be for Mary to. . . remember she has an extra copy?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,improbable,scenario5,116,How irrational would it be for Mary to. . . be given an A by mistake?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,irrational,scenario5,117,How irrational would it be for Mary to. . . ask her mom to FedEx the homework?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,irrational,scenario5,118,How irrational would it be for Mary to. . . look under the lunchroom tables?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,irrational,scenario5,119,How irrational would it be for Mary to. . . turn in a completely blank page?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
test,irrational,scenario5,120,How irrational would it be for Mary to. . . turn in last week's homework again?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,5,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Please read the following story:,"Brad and some friends are hiking through the mountains in the Canadian wilderness. A couple of days into their hike, Brad realizes that they are lost. He knows that a rescue crew could arrive before long, but it is extremely cold and they don't have much food or water left.",na,Continue,na,na,na,6,3
instructions,na,,na,na,na,na,na,na,na,na,na,600,na,na,na,na,Your job in this part of the study will be to answer this question: How irrational would it be for Brad to do each thing?,Go to the next page to start seeing different proposals for what Brad could do.,na,na,na,na,na,6,3
test,possible,scenario6,121,How irrational would it be for Brad to. . . stay put and wait for help?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,122,How irrational would it be for Brad to. . . follow a river out of the wilderness?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,123,How irrational would it be for Brad to. . . alert rescuers with emergency flares?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,124,How irrational would it be for Brad to. . . find a river for fresh water and fish?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,125,How irrational would it be for Brad to. . . get more food by hunting and fishing?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,126,How irrational would it be for Brad to. . . build a large fire to alert rescuers?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,127,How irrational would it be for Brad to. . . create a shelter to stay warm?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,possible,scenario6,128,How irrational would it be for Brad to. . . be found by the rescue crew?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,impossible,scenario6,129,How irrational would it be for Brad to. . . use his mind to keep everyone warm?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,impossible,scenario6,130,How irrational would it be for Brad to. . . make new jackets from pine trees?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,impossible,scenario6,131,How irrational would it be for Brad to. . . alert airplanes overhead  by yelling?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,impossible,scenario6,132,How irrational would it be for Brad to. . . grind up rocks for food and water?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,immoral,scenario6,133,How irrational would it be for Brad to. . . secretly take his friends' food?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,immoral,scenario6,134,How irrational would it be for Brad to. . . leave the weakest people behind?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,immoral,scenario6,135,How irrational would it be for Brad to. . . rob other hikers they meet?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,immoral,scenario6,136,How irrational would it be for Brad to. . . kill his friend's pet dog for food?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,improbable,scenario6,137,How irrational would it be for Brad to. . . find thermal vent to keep warm?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,improbable,scenario6,138,How irrational would it be for Brad to. . . find stream showing the path out?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,improbable,scenario6,139,How irrational would it be for Brad to. . . meet a former expedition guide?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,improbable,scenario6,140,How irrational would it be for Brad to. . . find an abandoned bear cave?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,irrational,scenario6,141,How irrational would it be for Brad to. . . go hunting for water buffalo?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,irrational,scenario6,142,How irrational would it be for Brad to. . . eat random berries and leaves?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,irrational,scenario6,143,How irrational would it be for Brad to. . . each venture off independently?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
test,irrational,scenario6,144,How irrational would it be for Brad to. . . eat all their food immediately?,Totally rational,Somewhat rational,In between,Somewhat irrational,Totally irrational,Not applicable,na,600,na,na,na,survey,na,na,na,na,na,na,1,6,3
