Progress,Duration (in seconds),Finished,ResponseId,S1_1_1,S2-1_1,S3-1_1,S4-1_1,S5-1_1,S6-1_1,S7-1_1,S8-1_1,S9-1_1,S10-1_1,S11-1_1,S12-1_1,S13-1_1,S14-1_1,S15-1_1,S16-1_1,S17-1_1,S18-1_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,1219,1,R_1d6wcPJ5ux7h5gZ,30,88,30,,94,10,80,,,79,65,,12,80,21,,,60,,56,1,5,,5,6,commit credit card fraud,reschedule for a later flight,stage a robbery,,copy a friend's assignment,collect wood to start a fire,pretend they are conjoined twins,,,steal whatever she has on her,ask to use the mall's loudspeaker,,blame it on the maid of honor,get another job,request supplies to be airdropped,,,hide him in the snow
100,517,1,R_3exkJoaKH9FFaFk,,50,50,,50,50,,,50,51,50,49,40,50,,50,50,,,40,1,1,,5,5,,call a taxi,overcharge the next customers,,hypnotize the teacher,steal all of the food and water,,,honk at the driver until they pull over,turn invisible,ask to use the mall's loudspeaker,hide the knife in someone else's bag,blame it on the maid of honor,pitch his situation to a reality TV network,,saw Todd’s arm off,lock up the store,
100,3259,1,R_2P1LgrT1u1iY6wq,,26,86,,39,,20,80,82,25,17,43,,46,57,10,,,,21,1,3,,4,7,,steal a passing driver's car,sell one of his kidneys,,quickly try to redo the assignment,,give her ticket to Ted,make cat noises at him until he leaves,ram into the car,call her a cab,slash the tires,pretend the knife is part of a hip replacement,,buy his father a tent,throw disobedient passengers off the boat,yell at Todd for getting stuck,,
100,645,1,R_1Q3NYYRQRfKrlLd,,0,1,,0,0,,,1,87,0,0,1,100,,0,98,,,65,2,5,,5,8,,try to convince a passing driver to trade cars,sell one of his kidneys,,lie that her house burnt down,search for a water source,,,honk an angry message in Morse code,take her to his house but no further,pour water on the car to cool it,hide the knife in someone else's bag,tell his sister as soon as possible,abandon his father,,get her arm stuck in solidarity,stage a break-in at the store,
100,410,1,R_2sarf3IitU13zln,,80,74,18,,,22,,21,89,58,26,83,66,,80,,80,,27,1,5,,5,6,,take a public bus,explain the situation to his boss,pull the fire alarm,,,teleport into the concert,,take a detour at the next exit,refuse to drive her,pour water on the car to cool it,take a train instead,steal someone else’s ring,pitch his situation to a reality TV network,,give Todd her water,,leave her dogs with him
100,321,1,R_2cwFKNGblxitVYN,20,,0,,80,,,100,,20,100,100,,10,100,100,0,70,,41,2,5,,5,9,go on strike for better wages,,sell one of his kidneys,,bring in the assignment the next day,,,make cat noises at him until he leaves,,yell in gibberish until she leaves,light a fire under the car,threaten security with the knife,,move into his father’s apartment,sell all the food to the highest bidder,get her arm stuck in solidarity,tell his lawyer that he’s sick,steal his dogs for extra speed
100,715,1,R_9nW2SpRT80eH8yt,3,8,20,1,86,,22,94,,,,13,21,,65,,23,6,,22,2,5,,4,7,go on strike for better wages,demand that the airline delays the flight,get an advance payday loan,borrow someone's phone,copy a friend's assignment,,teleport into the concert,tackle him and hold him down,,,,ask to check the knife,borrow their mom’s wedding ring,,organize a fishing crew,,ask a friend to take over,carry her competitor on her sled
100,3575,1,R_2PdoQUj8PesDFTN,40,32,38,26,27,39,,,,,,,20,23,29,32,37,51,,35,1,1,,4,9,commit credit card fraud,call a taxi,get an advance payday loan,crawl past the front desk,quickly try to redo the assignment,huddle to conserve energy,,,,,,,call the taxi company,check in on his father daily,ration their food,leave Todd to save herself,ask a friend to take over,carry her competitor on her sled
100,304,1,R_2zOMZtrBSkrrYXc,5,60,,4,,15,70,66,0,,4,,0,91,55,97,,,,41,1,5,,5,4,take out a loan,call a taxi,,renew her membership,,boost morale with a three-legged race,pretend they are conjoined twins,tackle him and hold him down,take a detour at the next exit,,call emergency services,,borrow their mom’s wedding ring,check in on his father daily,organize a fishing crew,leave Todd to save herself,,
100,514,1,R_1jKh5tzFaPbEIgM,15,10,40,,10,10,35,0,15,,,,5,,20,,90,10,,37,2,5,,5,8,start a fundraiser,demand that the airline delays the flight,stage a robbery,,call her mom,throw away all of the food,try to buy a ticket off another person,wave to the parents,honk at the driver until they pull over,,,,run away,,ration their food,,ask a friend to take over,leave her dogs with him
100,930,1,R_C36zrQ2od9uxc9H,100,,,51,100,100,100,100,55,,,100,88,,75,,100,100,,31,1,5,,3,4,switch insurance plans,,,crawl past the front desk,bring in the assignment the next day,huddle to conserve energy,go without Ted,read his mind,pull over and call 911,,,store the knife in an airport locker,call the taxi company,,organize a fishing crew,,call his lawyer,call for help
100,278,1,R_1laG6jjK0z7Y2XJ,0,,,,100,80,,,0,50,0,50,95,0,100,,75,95,,44,2,5,,4,4,start a fundraiser,,,,lie that her house burnt down,huddle to conserve energy,,,pull over and call 911,call her a cab,check that the doors are locked,ask to check the knife,blame it on the maid of honor,get another job,serve engine fuel to the passengers,,lock up the store,hide him in the snow
100,1211,1,R_SW60PuDyShHzIo9,,100,100,0,0,0,0,100,,0,,,,0,,0,0,30,,40,1,5,,5,9,,call a taxi,overcharge the next customers,renew her membership,quickly try to redo the assignment,huddle to conserve energy,try to buy a ticket off another person,ask the parents if they know him,,turn invisible,,,,check in on his father daily,,yell at Todd for getting stuck,tell his lawyer that he’s sick,call for help
100,291,1,R_3MG47LnZHP8T7PK,22,21,,35,40,0,85,,55,,0,,64,,100,5,60,,,28,2,5,,4,7,commit credit card fraud,take a public bus,,lie that she left her card inside,hypnotize the teacher,search for a water source,try to buy a ticket off another person,,tailgate the car,,check that the doors are locked,,blame it on the maid of honor,,serve engine fuel to the passengers,give Todd her water,tell his lawyer that he’s sick,
100,379,1,R_2t8YIK8xAFHs95c,0,,62,,70,0,62,72,82,60,,100,,0,,0,,0,,30,1,5,,5,1,search for the medication on the black market,,overcharge the next customers,,quickly try to redo the assignment,steal all of the food and water,go without Ted,read his mind,honk an angry message in Morse code,steal whatever she has on her,,threaten security with the knife,,move into his father’s apartment,,yell at Todd for getting stuck,,finish the race
100,470,1,R_1duYBrVGWtyDdfp,,100,5,20,,,,80,,65,0,45,50,80,100,,80,70,,40,1,5,,5,6,,reschedule for a later flight,explain the situation to his boss,lie that she left her card inside,,,,keep an eye on him,,yell in gibberish until she leaves,slash the tires,store the knife in an airport locker,tell his sister as soon as possible,buy his father a tent,throw disobedient passengers off the boat,,leave the store unattended,steal his dogs for extra speed
100,748,1,R_QlxulTh105q8aBz,,9,65,38,91,,77,28,94,,40,,61,31,26,21,,,,34,1,3,,5,5,,steal a passing driver's car,get an advance payday loan,pay for a day-pass to the gym,copy a friend's assignment,,give her ticket to Ted,wave to the parents,ram into the car,,call emergency services,,tell his sister as soon as possible,check in on his father daily,sell all the food to the highest bidder,hike until she finds cell service,,
100,628,1,R_3iD9B5wXmzUGoON,,79,30,20,92,0,90,,60,91,,24,31,,,,26,30,,49,1,5,,4,6,,reschedule for a later flight,pay the money from his own wallet,pay for a day-pass to the gym,bring in the assignment the next day,collect wood to start a fire,steal someone else's ticket,,tailgate the car,refuse to drive her,,take a train instead,borrow their mom’s wedding ring,,,,call his lawyer,leave her dogs with him
100,975,1,R_32XZwQxytAMeBLT,5,,,5,,7,0,100,98,4,2,,,92,96,21,,0,,23,2,3,,4,6,search for the medication on the black market,,,crawl past the front desk,,boost morale with a three-legged race,steal someone else's ticket,ask the parents if they know him,honk an angry message in Morse code,turn invisible,ask to use the mall's loudspeaker,,,abandon his father,sell all the food to the highest bidder,saw Todd’s arm off,,finish the race
100,495,1,R_ONnD7DiP9RjLTnX,80,0,0,0,,0,100,10,,40,,100,,,,0,100,0,,37,1,5,,2,7,go on strike for better wages,take a public bus,sell one of his kidneys,pay for a day-pass to the gym,,collect wood to start a fire,pretend they are conjoined twins,keep an eye on him,,take her to his house but no further,,hide the knife in someone else's bag,,,,get her arm stuck in solidarity,stage a break-in at the store,finish the race
100,286,1,R_3Oc4UPRyn7zGhT6,0,2,2,,0,,,,0,100,,93,98,10,,0,93,0,,40,2,5,,5,5,take out a loan,try to convince a passing driver to trade cars,sell one of his kidneys,,call her mom,,,,take a detour at the next exit,steal whatever she has on her,,pretend the knife is part of a hip replacement,run away,move into his father’s apartment,,yell at Todd for getting stuck,lock up the store,carry her competitor on her sled
100,519,1,R_1mrQBWHEy1Fm6dN,,,,71,56,81,38,38,,61,6,10,,82,27,69,90,,,32,1,5,,6,4,,,,borrow someone's phone,lie that her house burnt down,throw away all of the food,pretend they are conjoined twins,make cat noises at him until he leaves,,call her a cab,slash the tires,take a train instead,,abandon his father,throw disobedient passengers off the boat,leave Todd to save herself,ask a friend to take over,
100,534,1,R_1jAPD4FCsRNbXlp,80,0,,,,26,10,31,,92,87,100,16,0,0,,,74,,22,2,5,,4,8,commit credit card fraud,call a taxi,,,,throw away all of the food,give her ticket to Ted,wave to the parents,,take her to his house but no further,pour water on the car to cool it,threaten security with the knife,steal someone else’s ring,pitch his situation to a reality TV network,request supplies to be airdropped,,,call for help
100,1907,1,R_2rorqjHhGxvDmK6,0,100,100,100,,5,0,97,95,,0,,0,,10,,,100,,43,2,3,,5,6,switch insurance plans,demand that the airline delays the flight,stage a robbery,pull the fire alarm,,boost morale with a three-legged race,go without Ted,ask the parents if they know him,honk at the driver until they pull over,,check that the doors are locked,,call the taxi company,,ration their food,,,steal his dogs for extra speed
100,169,1,R_doKhgm3zlNTVqs9,,5,14,89,8,,,,94,,97,,8,78,27,0,70,92,,59,1,5,,5,9,,steal a passing driver's car,pay the money from his own wallet,renew her membership,hypnotize the teacher,,,,tailgate the car,,light a fire under the car,,run away,get another job,sell all the food to the highest bidder,give Todd her water,lock up the store,hide him in the snow
100,405,1,R_2uNCCJXfpKlYHf2,0,,70,29,70,16,1,71,29,37,,80,,,,50,24,,,24,1,2,,3,8,go on strike for better wages,,overcharge the next customers,borrow someone's phone,copy a friend's assignment,collect wood to start a fire,teleport into the concert,keep an eye on him,honk an angry message in Morse code,refuse to drive her,,ask to check the knife,,,,yell at Todd for getting stuck,call his lawyer,
100,346,1,R_3Jlq8cd2mtu12eE,,100,100,66,,,100,0,0,0,80,100,,,0,30,,19,,44,2,5,,5,5,,take a public bus,stage a robbery,lie that she left her card inside,,,steal someone else's ticket,read his mind,take a detour at the next exit,yell in gibberish until she leaves,light a fire under the car,pretend the knife is part of a hip replacement,,,throw disobedient passengers off the boat,leave Todd to save herself,,call for help
100,3313,1,R_3MipJILJCbMNouR,14,,,6,95,39,,82,,3,1,36,,0,8,89,81,,,42,2,1,,6,5,commit credit card fraud,,,renew her membership,quickly try to redo the assignment,throw away all of the food,,ask the parents if they know him,,turn invisible,ask to use the mall's loudspeaker,store the knife in an airport locker,,buy his father a tent,organize a fishing crew,saw Todd’s arm off,leave the store unattended,
100,139,1,R_3G8l58TyT8GZoag,,69,65,75,,84,,,,39,65,41,43,41,81,72,,100,,45,1,1,,3,5,,try to convince a passing driver to trade cars,get an advance payday loan,pull the fire alarm,,search for a water source,,,,refuse to drive her,call emergency services,hide the knife in someone else's bag,tell his sister as soon as possible,pitch his situation to a reality TV network,request supplies to be airdropped,get her arm stuck in solidarity,,steal his dogs for extra speed
100,237,1,R_1ewRsvuQ6K2VFYg,0,,,0,15,60,2,70,0,,,,3,0,100,,60,10,,28,3,5,,4,9,start a fundraiser,,,crawl past the front desk,quickly try to redo the assignment,steal all of the food and water,try to buy a ticket off another person,tackle him and hold him down,pull over and call 911,,,,blame it on the maid of honor,move into his father’s apartment,serve engine fuel to the passengers,,ask a friend to take over,leave her dogs with him
100,386,1,R_3fUUrFzZwUTuV9F,0,0,,,0,,71,61,100,,0,27,0,90,100,,100,,,40,2,5,,3,5,take out a loan,call a taxi,,,hypnotize the teacher,,try to buy a ticket off another person,wave to the parents,ram into the car,,pour water on the car to cool it,ask to check the knife,borrow their mom’s wedding ring,buy his father a tent,sell all the food to the highest bidder,,leave the store unattended,
100,172,1,R_3MsM1xdDImhQw0o,47,47,44,,17,44,,,100,,,45,42,47,44,46,1,,,32,2,1,,2,7,switch insurance plans,demand that the airline delays the flight,pay the money from his own wallet,,bring in the assignment the next day,huddle to conserve energy,,,honk at the driver until they pull over,,,take a train instead,call the taxi company,get another job,request supplies to be airdropped,saw Todd’s arm off,stage a break-in at the store,
100,240,1,R_bCyDToOHqzwB0gF,26,44,56,33,69,,66,72,,61,36,91,,,,,90,41,,39,1,5,,5,4,start a fundraiser,reschedule for a later flight,explain the situation to his boss,pull the fire alarm,lie that her house burnt down,,steal someone else's ticket,tackle him and hold him down,,steal whatever she has on her,slash the tires,pretend the knife is part of a hip replacement,,,,,ask a friend to take over,finish the race
100,454,1,R_1P12KmhjdG6dcYR,,,,12,,15,23,78,10,59,4,,13,80,79,86,,69,,51,1,5,,6,3,,,,crawl past the front desk,,huddle to conserve energy,give her ticket to Ted,make cat noises at him until he leaves,honk at the driver until they pull over,take her to his house but no further,ask to use the mall's loudspeaker,,blame it on the maid of honor,abandon his father,ration their food,hike until she finds cell service,,leave her dogs with him
100,283,1,R_3MFkEyb1OkdZdFt,0,,0,0,0,,10,51,30,,9,60,0,,100,,,8,,35,1,3,,6,5,search for the medication on the black market,,pay the money from his own wallet,borrow someone's phone,lie that her house burnt down,,teleport into the concert,read his mind,tailgate the car,,pour water on the car to cool it,threaten security with the knife,steal someone else’s ring,,serve engine fuel to the passengers,,,finish the race
100,402,1,R_3KBfX6VDhRK8OKZ,,0,14,26,,26,89,32,,89,0,,9,5,,31,93,,,32,2,5,,5,6,,steal a passing driver's car,explain the situation to his boss,pay for a day-pass to the gym,,collect wood to start a fire,pretend they are conjoined twins,keep an eye on him,,yell in gibberish until she leaves,call emergency services,,steal someone else’s ring,check in on his father daily,,get her arm stuck in solidarity,lock up the store,
100,720,1,R_1QxNSjfcZ3sjQyv,40,,40,5,5,40,60,5,20,20,,,,,,50,80,30,,47,2,3,,5,5,switch insurance plans,,stage a robbery,renew her membership,call her mom,steal all of the food and water,go without Ted,ask the parents if they know him,take a detour at the next exit,call her a cab,,,,,,hike until she finds cell service,stage a break-in at the store,carry her competitor on her sled
100,378,1,R_3nl5otKnDkmXr4k,79,62,,,71,29,,,45,50,,55,,71,12,0,28,31,,39,1,5,,2,7,commit credit card fraud,reschedule for a later flight,,,copy a friend's assignment,search for a water source,,,pull over and call 911,turn invisible,,hide the knife in someone else's bag,,buy his father a tent,organize a fishing crew,give Todd her water,call his lawyer,hide him in the snow
100,307,1,R_8kuhIgTd0ruCDkZ,,70,,70,61,78,76,,2,,,89,40,95,89,28,100,,,28,2,5,,2,7,,take a public bus,,lie that she left her card inside,call her mom,boost morale with a three-legged race,teleport into the concert,,ram into the car,,,store the knife in an airport locker,call the taxi company,check in on his father daily,throw disobedient passengers off the boat,yell at Todd for getting stuck,leave the store unattended,
100,531,1,R_1DPd9w1A81B0Zsd,6,96,0,0,,,,95,,8,0,82,,10,,0,0,50,,67,2,5,,8,4,search for the medication on the black market,demand that the airline delays the flight,sell one of his kidneys,crawl past the front desk,,,,make cat noises at him until he leaves,,turn invisible,check that the doors are locked,threaten security with the knife,,get another job,,leave Todd to save herself,tell his lawyer that he’s sick,hide him in the snow
100,178,1,R_WwDaoguvgHZP0pr,0,,45,,19,20,44,54,6,41,38,,29,,8,,,51,,29,2,5,,4,8,go on strike for better wages,,overcharge the next customers,,hypnotize the teacher,throw away all of the food,give her ticket to Ted,wave to the parents,honk an angry message in Morse code,yell in gibberish until she leaves,ask to use the mall's loudspeaker,,run away,,ration their food,,,carry her competitor on her sled
100,366,1,R_2RVcggdmBc7KRE8,,3,0,,,0,0,,29,16,0,19,0,100,26,86,,,,45,2,5,,5,8,,try to convince a passing driver to trade cars,get an advance payday loan,,,steal all of the food and water,go without Ted,,honk an angry message in Morse code,refuse to drive her,slash the tires,take a train instead,tell his sister as soon as possible,abandon his father,request supplies to be airdropped,saw Todd’s arm off,,
100,370,1,R_7V9VpH3cHQ85YsN,31,,72,13,62,39,,65,,65,81,10,,,41,,51,13,,35,2,5,,5,6,take out a loan,,overcharge the next customers,lie that she left her card inside,bring in the assignment the next day,huddle to conserve energy,,make cat noises at him until he leaves,,take her to his house but no further,light a fire under the car,store the knife in an airport locker,,,organize a fishing crew,,ask a friend to take over,steal his dogs for extra speed
100,437,1,R_eEQpZOAZEC0X2HD,20,85,,0,90,,0,45,100,,,,0,0,,0,100,40,,47,1,5,,4,9,switch insurance plans,call a taxi,,borrow someone's phone,quickly try to redo the assignment,,try to buy a ticket off another person,tackle him and hold him down,ram into the car,,,,borrow their mom’s wedding ring,move into his father’s apartment,,give Todd her water,stage a break-in at the store,call for help
100,321,1,R_2E0i3IatymAi4SD,65,,21,0,,,41,,87,1,0,82,19,34,,,69,0,,24,2,1,,2,7,search for the medication on the black market,,explain the situation to his boss,renew her membership,,,pretend they are conjoined twins,,take a detour at the next exit,call her a cab,call emergency services,ask to check the knife,steal someone else’s ring,pitch his situation to a reality TV network,,,tell his lawyer that he’s sick,leave her dogs with him
100,187,1,R_2uHxmCrujRfIsSg,0,91,0,100,100,,,,0,,0,51,,0,,100,49,100,,39,1,5,,4,8,take out a loan,steal a passing driver's car,get an advance payday loan,pull the fire alarm,lie that her house burnt down,,,,pull over and call 911,,check that the doors are locked,hide the knife in someone else's bag,,buy his father a tent,,get her arm stuck in solidarity,lock up the store,call for help
100,426,1,R_3m9plevYlg2xV28,,0,0,0,100,0,,0,50,,0,,0,,100,25,,0,,65,1,5,,5,6,,take a public bus,stage a robbery,pay for a day-pass to the gym,copy a friend's assignment,throw away all of the food,,keep an eye on him,tailgate the car,,ask to use the mall's loudspeaker,,call the taxi company,,serve engine fuel to the passengers,leave Todd to save herself,,carry her competitor on her sled
100,777,1,R_DnKZ3DN3lZMao9z,50,100,,,40,60,100,100,,0,,100,,0,50,0,100,,,26,2,5,,2,6,commit credit card fraud,demand that the airline delays the flight,,,call her mom,boost morale with a three-legged race,steal someone else's ticket,ask the parents if they know him,,steal whatever she has on her,,pretend the knife is part of a hip replacement,,get another job,throw disobedient passengers off the boat,yell at Todd for getting stuck,leave the store unattended,
100,481,1,R_Xhn4E0WLEwR0dLr,,,0,0,85,10,90,85,20,90,,,85,65,55,60,,,,38,2,2,,5,5,,,sell one of his kidneys,borrow someone's phone,quickly try to redo the assignment,search for a water source,pretend they are conjoined twins,read his mind,honk at the driver until they pull over,turn invisible,,,run away,pitch his situation to a reality TV network,ration their food,saw Todd’s arm off,,
100,515,1,R_2tsCmsL2rxvSnt2,65,100,,,,0,75,0,,100,70,0,30,,100,,0,70,,62,2,5,,5,6,go on strike for better wages,reschedule for a later flight,,,,collect wood to start a fire,teleport into the concert,wave to the parents,,steal whatever she has on her,pour water on the car to cool it,store the knife in an airport locker,blame it on the maid of honor,,sell all the food to the highest bidder,,call his lawyer,hide him in the snow
100,521,1,R_pJG67q3Z1CjuAff,0,,0,,70,0,70,,50,50,0,70,100,,,60,,100,,30,1,2,,5,8,start a fundraiser,,pay the money from his own wallet,,hypnotize the teacher,throw away all of the food,steal someone else's ticket,,honk an angry message in Morse code,refuse to drive her,slash the tires,hide the knife in someone else's bag,tell his sister as soon as possible,,,hike until she finds cell service,,steal his dogs for extra speed
100,278,1,R_eqH3brhYGAjva0x,19,36,2,43,,90,63,41,,,,,46,95,41,88,18,,,55,1,5,,4,7,take out a loan,steal a passing driver's car,pay the money from his own wallet,pull the fire alarm,,huddle to conserve energy,try to buy a ticket off another person,make cat noises at him until he leaves,,,,,borrow their mom’s wedding ring,abandon his father,sell all the food to the highest bidder,saw Todd’s arm off,tell his lawyer that he’s sick,
