Progress,Duration (in seconds),Finished,UserLanguage,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,456,TRUE,EN,17,94,84,,87,,67,82,3,84,,,,3,75,12,,98,,53,Female,White / Caucasian,,Some College,Rung 4,commit credit card fraud,try to convince a passing driver to trade cars,stage a robbery,,lie that her house burnt down,,pretend they are conjoined twins,keep an eye on him,pull over and call 911,steal whatever she has on her,,,,get another job,organize a fishing crew,hike until she finds cell service,,steal his dogs for extra speed
100,413,TRUE,EN,23,60,,72,60,21,,,1,0,14,81,83,,0,31,,,,52,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 6,go on strike for better wages,reschedule for a later flight,,renew her membership,copy a friend's assignment,throw away all of the food,,,tailgate the car,call her a cab,pour water on the car to cool it,threaten security with the knife,tell his sister as soon as possible,,request supplies to be airdropped,get her arm stuck in solidarity,,
100,311,TRUE,EN,49,61,2,,51,,,92,9,100,8,,,30,,2,100,19,,36,Female,White / Caucasian,,Master's Degree (MS),Rung 7,start a fundraiser,take a public bus,pay the money from his own wallet,,lie that her house burnt down,,,read his mind,take a detour at the next exit,steal whatever she has on her,pour water on the car to cool it,,,check in on his father daily,,hike until she finds cell service,stage a break-in at the store,leave her dogs with him
100,606,TRUE,EN,0,10,10,,,,,,100,10,1,,10,80,79,0,100,20,,54,Female,White / Caucasian,,Some College,Rung 3,switch insurance plans,take a public bus,explain the situation to his boss,,,,,,ram into the car,call her a cab,pour water on the car to cool it,,tell his sister as soon as possible,pitch his situation to a reality TV network,throw disobedient passengers off the boat,give Todd her water,stage a break-in at the store,finish the race
100,276,TRUE,EN,26,,52,74,22,21,66,,10,,,,90,6,,8,87,13,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,,overcharge the next customers,pull the fire alarm,hypnotize the teacher,collect wood to start a fire,steal someone else's ticket,,honk an angry message in Morse code,,,,run away,move into his father’s apartment,,give Todd her water,stage a break-in at the store,leave her dogs with him
100,364,TRUE,EN,30,82,8,,9,,,73,25,9,4,,,9,,25,7,92,,69,Female,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,steal a passing driver's car,sell one of his kidneys,,bring in the assignment the next day,,,make cat noises at him until he leaves,honk at the driver until they pull over,call her a cab,ask to use the mall's loudspeaker,,,check in on his father daily,,get her arm stuck in solidarity,call his lawyer,hide him in the snow
100,499,TRUE,EN,0,100,100,,,,0,,0,,,100,100,0,0,0,100,0,,36,Male,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,steal a passing driver's car,overcharge the next customers,,,,give her ticket to Ted,,pull over and call 911,,,hide the knife in someone else's bag,run away,move into his father’s apartment,organize a fishing crew,give Todd her water,stage a break-in at the store,leave her dogs with him
100,453,TRUE,EN,0,100,,100,0,,,,0,,0,100,0,75,,0,20,0,,55,Male,White / Caucasian,,College Graduate (4 year),Rung 8,switch insurance plans,try to convince a passing driver to trade cars,,renew her membership,bring in the assignment the next day,,,,honk an angry message in Morse code,,call emergency services,take a train instead,steal someone else’s ring,buy his father a tent,,saw Todd’s arm off,leave the store unattended,call for help
100,392,TRUE,EN,,92,,100,,61,81,29,,,40,92,30,,82,80,40,30,,69,Female,White / Caucasian,,Some College,Rung 4,,take a public bus,,renew her membership,,throw away all of the food,try to buy a ticket off another person,read his mind,,,light a fire under the car,take a train instead,run away,,sell all the food to the highest bidder,saw Todd’s arm off,ask a friend to take over,carry her competitor on her sled
100,681,TRUE,EN,28,,,99,80,61,14,66,,99,100,80,68,,,,29,68,,42,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 1 (Bottom Rung),take out a loan,,,pull the fire alarm,hypnotize the teacher,collect wood to start a fire,try to buy a ticket off another person,tackle him and hold him down,,refuse to drive her,light a fire under the car,store the knife in an airport locker,borrow their mom’s wedding ring,,,,leave the store unattended,finish the race
100,256,TRUE,EN,40,,1,20,8,,9,,92,,0,,100,1,19,1,21,,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 4,commit credit card fraud,,pay the money from his own wallet,crawl past the front desk,call her mom,,try to buy a ticket off another person,,ram into the car,,call emergency services,,blame it on the maid of honor,move into his father’s apartment,request supplies to be airdropped,give Todd her water,lock up the store,
100,475,TRUE,EN,10,90,0,,80,0,100,100,0,,50,,,,90,0,100,,,41,Female,White / Caucasian,,High School or equivalent,Rung 4,switch insurance plans,steal a passing driver's car,explain the situation to his boss,,copy a friend's assignment,collect wood to start a fire,steal someone else's ticket,make cat noises at him until he leaves,honk an angry message in Morse code,,light a fire under the car,,,,sell all the food to the highest bidder,get her arm stuck in solidarity,stage a break-in at the store,
100,467,TRUE,EN,32,65,73,,29,,,5,10,1,,,59,9,43,15,,34,,51,Female,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,call a taxi,sell one of his kidneys,,call her mom,,,wave to the parents,tailgate the car,call her a cab,,,run away,get another job,ration their food,hike until she finds cell service,,finish the race
100,287,TRUE,EN,42,94,1,,,,,7,,1,0,100,62,1,81,96,,100,,64,Female,White / Caucasian,,High School or equivalent,Rung 3,go on strike for better wages,demand that the airline delays the flight,get an advance payday loan,,,,,wave to the parents,,take her to his house but no further,slash the tires,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,serve engine fuel to the passengers,leave Todd to save herself,,steal his dogs for extra speed
100,333,TRUE,EN,,91,50,88,,4,92,5,16,7,0,84,9,,26,,,,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,steal a passing driver's car,sell one of his kidneys,crawl past the front desk,,boost morale with a three-legged race,steal someone else's ticket,ask the parents if they know him,honk at the driver until they pull over,refuse to drive her,check that the doors are locked,ask to check the knife,tell his sister as soon as possible,,organize a fishing crew,,,
100,373,TRUE,EN,72,91,,93,,49,84,83,1,7,,100,83,,18,,,70,,55,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,demand that the airline delays the flight,,borrow someone's phone,,search for a water source,teleport into the concert,ask the parents if they know him,pull over and call 911,turn invisible,,take a train instead,borrow their mom’s wedding ring,,ration their food,,,steal his dogs for extra speed
100,573,TRUE,EN,0,,30,100,,10,1,80,,0,,10,50,96,100,,,50,,39,Female,White / Caucasian,,Some College,Rung 5,search for the medication on the black market,,explain the situation to his boss,lie that she left her card inside,,huddle to conserve energy,go without Ted,keep an eye on him,,refuse to drive her,,store the knife in an airport locker,call the taxi company,abandon his father,serve engine fuel to the passengers,,,call for help
100,581,TRUE,EN,,95,10,100,,30,10,20,,0,0,,,45,25,55,0,,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,steal a passing driver's car,get an advance payday loan,crawl past the front desk,,boost morale with a three-legged race,try to buy a ticket off another person,wave to the parents,,turn invisible,slash the tires,,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,get her arm stuck in solidarity,tell his lawyer that he’s sick,
100,416,TRUE,EN,,,0,90,10,0,10,,,,60,75,50,95,100,100,50,,,56,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 2,,,get an advance payday loan,crawl past the front desk,quickly try to redo the assignment,huddle to conserve energy,steal someone else's ticket,,,,call emergency services,ask to check the knife,borrow their mom’s wedding ring,buy his father a tent,sell all the food to the highest bidder,saw Todd’s arm off,lock up the store,
100,442,TRUE,EN,,8,,26,,0,8,,0,24,0,89,22,,79,54,23,,,76,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,,call a taxi,,lie that she left her card inside,,collect wood to start a fire,pretend they are conjoined twins,,take a detour at the next exit,steal whatever she has on her,call emergency services,ask to check the knife,call the taxi company,,sell all the food to the highest bidder,get her arm stuck in solidarity,call his lawyer,
100,545,TRUE,EN,71,44,,77,88,74,70,,82,80,,86,89,,,,71,84,,56,Male,White / Caucasian,,High School or equivalent,Rung 5,switch insurance plans,reschedule for a later flight,,crawl past the front desk,quickly try to redo the assignment,steal all of the food and water,give her ticket to Ted,,pull over and call 911,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,blame it on the maid of honor,,,,lock up the store,finish the race
100,722,TRUE,EN,,5,,75,100,,90,50,,,0,90,75,50,100,0,10,,,68,Female,White / Caucasian,,Some College,Rung 4,,call a taxi,,renew her membership,copy a friend's assignment,,steal someone else's ticket,ask the parents if they know him,,,slash the tires,ask to check the knife,call the taxi company,pitch his situation to a reality TV network,throw disobedient passengers off the boat,hike until she finds cell service,leave the store unattended,
100,269,TRUE,EN,0,0,,0,,50,0,,0,,0,100,100,0,100,,,100,,26,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,commit credit card fraud,take a public bus,,pay for a day-pass to the gym,,throw away all of the food,go without Ted,,pull over and call 911,,pour water on the car to cool it,threaten security with the knife,blame it on the maid of honor,check in on his father daily,sell all the food to the highest bidder,,,hide him in the snow
100,292,TRUE,EN,76,77,3,88,0,,,0,,7,,93,9,,0,10,87,,,30,Male,Hispanic / Latino,,College Graduate (4 year),Rung 3,commit credit card fraud,call a taxi,sell one of his kidneys,lie that she left her card inside,lie that her house burnt down,,,read his mind,,take her to his house but no further,,take a train instead,call the taxi company,,request supplies to be airdropped,yell at Todd for getting stuck,ask a friend to take over,
100,503,TRUE,EN,97,,1,100,0,0,100,19,,,,0,5,0,0,,,100,,67,Female,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,,pay the money from his own wallet,lie that she left her card inside,call her mom,huddle to conserve energy,teleport into the concert,make cat noises at him until he leaves,,,,store the knife in an airport locker,run away,get another job,ration their food,,,hide him in the snow
100,1149,TRUE,EN,30,0,20,40,0,,,60,,100,50,,,,100,100,60,0,,28,Female,White / Caucasian,,Some College,Rung 5,start a fundraiser,reschedule for a later flight,pay the money from his own wallet,pay for a day-pass to the gym,bring in the assignment the next day,,,ask the parents if they know him,,steal whatever she has on her,pour water on the car to cool it,,,,serve engine fuel to the passengers,leave Todd to save herself,leave the store unattended,leave her dogs with him
100,334,TRUE,EN,0,82,81,,0,,82,52,100,0,40,,,,,0,9,96,,56,Female,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,steal a passing driver's car,stage a robbery,,quickly try to redo the assignment,,pretend they are conjoined twins,make cat noises at him until he leaves,take a detour at the next exit,refuse to drive her,light a fire under the car,,,,,hike until she finds cell service,call his lawyer,steal his dogs for extra speed
100,198,TRUE,EN,13,47,31,39,66,,49,,46,,100,79,,5,46,8,,,,39,Male,White / Caucasian,,Some College,Rung 3,search for the medication on the black market,try to convince a passing driver to trade cars,get an advance payday loan,crawl past the front desk,lie that her house burnt down,,give her ticket to Ted,,tailgate the car,,light a fire under the car,store the knife in an airport locker,,buy his father a tent,request supplies to be airdropped,saw Todd’s arm off,,
100,408,TRUE,EN,26,82,,88,,,67,60,37,15,28,100,,,90,31,92,,,33,Male,Hispanic / Latino,,Some College,Rung 4,take out a loan,demand that the airline delays the flight,,lie that she left her card inside,,,go without Ted,read his mind,take a detour at the next exit,take her to his house but no further,ask to use the mall's loudspeaker,hide the knife in someone else's bag,,,throw disobedient passengers off the boat,yell at Todd for getting stuck,stage a break-in at the store,
100,295,TRUE,EN,,50,,100,100,0,100,100,,0,,100,,0,0,0,,0,,56,Female,White / Caucasian,,Master's Degree (MS),Rung 8,,try to convince a passing driver to trade cars,,pull the fire alarm,copy a friend's assignment,throw away all of the food,give her ticket to Ted,keep an eye on him,,call her a cab,,take a train instead,,get another job,organize a fishing crew,hike until she finds cell service,,finish the race
100,518,TRUE,EN,,0,100,100,,51,0,50,0,,0,100,0,,0,0,,,,64,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,call a taxi,stage a robbery,pull the fire alarm,,boost morale with a three-legged race,go without Ted,make cat noises at him until he leaves,honk an angry message in Morse code,,check that the doors are locked,pretend the knife is part of a hip replacement,tell his sister as soon as possible,,organize a fishing crew,leave Todd to save herself,,
100,163,TRUE,EN,0,,0,,,,0,100,0,0,0,,,0,0,0,100,0,,37,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,get an advance payday loan,,,,try to buy a ticket off another person,tackle him and hold him down,take a detour at the next exit,take her to his house but no further,ask to use the mall's loudspeaker,,,move into his father’s apartment,ration their food,yell at Todd for getting stuck,leave the store unattended,call for help
100,437,TRUE,EN,6,63,,94,,3,,19,14,6,,85,94,,43,1,73,,,36,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,take out a loan,demand that the airline delays the flight,,borrow someone's phone,,huddle to conserve energy,,wave to the parents,honk at the driver until they pull over,turn invisible,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,yell at Todd for getting stuck,lock up the store,
100,447,TRUE,EN,40,25,100,100,0,81,0,,,0,,100,100,100,,,,10,,54,Male,White / Caucasian,,College Graduate (4 year),Rung 4,go on strike for better wages,reschedule for a later flight,overcharge the next customers,pay for a day-pass to the gym,call her mom,search for a water source,pretend they are conjoined twins,,,refuse to drive her,,hide the knife in someone else's bag,blame it on the maid of honor,abandon his father,,,,finish the race
100,433,TRUE,EN,10,50,11,78,35,82,71,16,,50,,61,53,,,,,86,,51,Male,White / Caucasian,,Some College,Rung 6,search for the medication on the black market,steal a passing driver's car,explain the situation to his boss,pull the fire alarm,copy a friend's assignment,boost morale with a three-legged race,steal someone else's ticket,wave to the parents,,yell in gibberish until she leaves,,store the knife in an airport locker,run away,,,,,finish the race
100,425,TRUE,EN,,,100,100,8,,,90,32,54,93,,60,50,,20,100,27,,50,Female,Black / African American,,College Graduate (4 year),Rung 6,,,stage a robbery,renew her membership,quickly try to redo the assignment,,,keep an eye on him,honk at the driver until they pull over,yell in gibberish until she leaves,light a fire under the car,,call the taxi company,check in on his father daily,,give Todd her water,leave the store unattended,carry her competitor on her sled
100,553,TRUE,EN,,90,43,,,3,92,65,13,,0,,93,2,,0,80,76,,32,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,call a taxi,sell one of his kidneys,,,huddle to conserve energy,pretend they are conjoined twins,make cat noises at him until he leaves,honk an angry message in Morse code,,call emergency services,,call the taxi company,get another job,,get her arm stuck in solidarity,tell his lawyer that he’s sick,finish the race
100,630,TRUE,EN,46,,,99,1,0,1,,,1,,100,22,1,0,,100,100,,57,Female,White / Caucasian,,Master's Degree (MS),Rung 6,search for the medication on the black market,,,borrow someone's phone,hypnotize the teacher,throw away all of the food,give her ticket to Ted,,,call her a cab,,hide the knife in someone else's bag,tell his sister as soon as possible,pitch his situation to a reality TV network,throw disobedient passengers off the boat,,ask a friend to take over,hide him in the snow
100,636,TRUE,EN,,,35,95,30,2,15,66,15,,2,95,,,85,55,5,,,57,Male,Hispanic / Latino,,Master's Degree (MS),Rung 4,,,pay the money from his own wallet,pull the fire alarm,quickly try to redo the assignment,search for a water source,try to buy a ticket off another person,make cat noises at him until he leaves,honk an angry message in Morse code,,check that the doors are locked,ask to check the knife,,,serve engine fuel to the passengers,leave Todd to save herself,tell his lawyer that he’s sick,
100,449,TRUE,EN,9,65,91,,,71,0,,57,,40,100,10,100,50,,30,,,42,Male,White / Caucasian,,High School or equivalent,Rung 3,start a fundraiser,try to convince a passing driver to trade cars,overcharge the next customers,,,boost morale with a three-legged race,teleport into the concert,,tailgate the car,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,buy his father a tent,ration their food,,ask a friend to take over,
100,1651,TRUE,EN,,0,20,10,0,,,100,,0,0,70,0,,80,,0,25,,32,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,try to convince a passing driver to trade cars,pay the money from his own wallet,borrow someone's phone,lie that her house burnt down,,,read his mind,,take her to his house but no further,ask to use the mall's loudspeaker,take a train instead,run away,,organize a fishing crew,,lock up the store,leave her dogs with him
100,456,TRUE,EN,,90,2,100,50,5,1,,,2,3,,,,40,5,4,2,,53,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 7,,take a public bus,explain the situation to his boss,pay for a day-pass to the gym,bring in the assignment the next day,throw away all of the food,go without Ted,,,turn invisible,check that the doors are locked,,,,request supplies to be airdropped,leave Todd to save herself,call his lawyer,carry her competitor on her sled
100,1277,TRUE,EN,0,100,100,100,0,0,,,0,,,100,,0,0,0,0,,,48,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,reschedule for a later flight,stage a robbery,borrow someone's phone,quickly try to redo the assignment,throw away all of the food,,,take a detour at the next exit,,,store the knife in an airport locker,,get another job,ration their food,leave Todd to save herself,call his lawyer,
100,803,TRUE,EN,0,50,100,,100,,,30,0,2,0,,,81,,41,0,94,,38,Female,White / Caucasian,,Some College,Rung 3,go on strike for better wages,take a public bus,overcharge the next customers,,copy a friend's assignment,,,make cat noises at him until he leaves,honk an angry message in Morse code,yell in gibberish until she leaves,pour water on the car to cool it,,,pitch his situation to a reality TV network,,saw Todd’s arm off,ask a friend to take over,steal his dogs for extra speed
100,678,TRUE,EN,,40,90,100,60,0,,80,,0,0,100,,100,90,,,100,,39,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung),,try to convince a passing driver to trade cars,sell one of his kidneys,lie that she left her card inside,bring in the assignment the next day,boost morale with a three-legged race,,tackle him and hold him down,,yell in gibberish until she leaves,call emergency services,pretend the knife is part of a hip replacement,,abandon his father,sell all the food to the highest bidder,,,steal his dogs for extra speed
100,428,TRUE,EN,,92,100,76,5,9,95,,,66,35,87,100,,34,,13,,,37,Female,White / Caucasian,,Some College,Rung 4,,take a public bus,stage a robbery,renew her membership,bring in the assignment the next day,steal all of the food and water,teleport into the concert,,,steal whatever she has on her,ask to use the mall's loudspeaker,take a train instead,run away,,organize a fishing crew,,leave the store unattended,
100,732,TRUE,EN,16,20,,,29,,,55,,15,41,42,37,76,11,,39,6,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,call a taxi,,,hypnotize the teacher,,,read his mind,,yell in gibberish until she leaves,pour water on the car to cool it,store the knife in an airport locker,steal someone else’s ring,abandon his father,ration their food,,ask a friend to take over,carry her competitor on her sled
100,340,TRUE,EN,36,74,,,63,29,,,73,27,46,56,,4,88,0,17,,,45,Female,White / Caucasian,,College Graduate (4 year),Rung 5,search for the medication on the black market,demand that the airline delays the flight,,,bring in the assignment the next day,steal all of the food and water,,,honk an angry message in Morse code,turn invisible,check that the doors are locked,ask to check the knife,,check in on his father daily,serve engine fuel to the passengers,hike until she finds cell service,tell his lawyer that he’s sick,
100,1019,TRUE,EN,0,,100,100,100,51,,,0,70,0,100,0,0,100,,,,,65,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,,overcharge the next customers,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,,,honk at the driver until they pull over,steal whatever she has on her,ask to use the mall's loudspeaker,threaten security with the knife,steal someone else’s ring,pitch his situation to a reality TV network,serve engine fuel to the passengers,,,
100,693,TRUE,EN,0,,,40,0,,,,0,0,0,100,,50,100,0,100,99,,49,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 8,start a fundraiser,,,borrow someone's phone,bring in the assignment the next day,,,,honk at the driver until they pull over,call her a cab,check that the doors are locked,pretend the knife is part of a hip replacement,,buy his father a tent,serve engine fuel to the passengers,give Todd her water,stage a break-in at the store,steal his dogs for extra speed
100,619,TRUE,EN,30,45,,55,75,55,,45,45,,,55,30,55,,45,,60,,22,Male,Hispanic / Latino,,Vocational/Technical School (2 year),Rung 8,switch insurance plans,take a public bus,,renew her membership,hypnotize the teacher,search for a water source,,keep an eye on him,pull over and call 911,,,threaten security with the knife,steal someone else’s ring,abandon his father,,give Todd her water,,leave her dogs with him
100,677,TRUE,EN,,90,5,,,10,,25,100,2,100,,91,50,100,,9,70,,51,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,call a taxi,explain the situation to his boss,,,collect wood to start a fire,,keep an eye on him,ram into the car,call her a cab,light a fire under the car,,run away,abandon his father,serve engine fuel to the passengers,,tell his lawyer that he’s sick,hide him in the snow
100,628,TRUE,EN,100,,100,,,0,100,100,100,,100,100,100,0,100,,0,,,36,Male,Black / African American,,High School or equivalent,Rung 3,go on strike for better wages,,stage a robbery,,,steal all of the food and water,teleport into the concert,ask the parents if they know him,tailgate the car,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,move into his father’s apartment,throw disobedient passengers off the boat,,call his lawyer,
100,360,TRUE,EN,40,40,0,65,,50,10,,,,0,60,80,0,,,20,25,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,reschedule for a later flight,sell one of his kidneys,lie that she left her card inside,,huddle to conserve energy,go without Ted,,,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,blame it on the maid of honor,get another job,,,leave the store unattended,leave her dogs with him
100,268,TRUE,EN,30,60,0,75,,,0,79,86,,100,,64,,100,20,,10,,36,Male,White / Caucasian,,Some College,Rung 4,switch insurance plans,demand that the airline delays the flight,pay the money from his own wallet,pay for a day-pass to the gym,,,go without Ted,make cat noises at him until he leaves,take a detour at the next exit,,light a fire under the car,,tell his sister as soon as possible,,throw disobedient passengers off the boat,hike until she finds cell service,,finish the race
100,477,TRUE,EN,,,51,96,12,10,100,62,,,43,,94,16,,22,14,56,,33,Male,White / Caucasian,,Some College,Rung 2,,,get an advance payday loan,crawl past the front desk,hypnotize the teacher,collect wood to start a fire,pretend they are conjoined twins,ask the parents if they know him,,,slash the tires,,borrow their mom’s wedding ring,check in on his father daily,,yell at Todd for getting stuck,ask a friend to take over,call for help
100,680,TRUE,EN,60,,,70,75,20,75,65,,10,,50,60,,,5,70,20,,54,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,take out a loan,,,pull the fire alarm,lie that her house burnt down,search for a water source,steal someone else's ticket,ask the parents if they know him,,refuse to drive her,,ask to check the knife,tell his sister as soon as possible,,,give Todd her water,lock up the store,call for help
100,827,TRUE,EN,40,,,60,5,90,,80,5,30,,100,75,10,,60,,100,,44,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 3,go on strike for better wages,,,renew her membership,call her mom,boost morale with a three-legged race,,tackle him and hold him down,pull over and call 911,turn invisible,,hide the knife in someone else's bag,call the taxi company,pitch his situation to a reality TV network,,saw Todd’s arm off,,steal his dogs for extra speed
100,984,TRUE,EN,48,94,,,84,8,29,14,96,68,,,,83,,95,41,21,,55,Male,Hispanic / Latino,,Vocational/Technical School (2 year),Rung 4,search for the medication on the black market,steal a passing driver's car,,,copy a friend's assignment,huddle to conserve energy,give her ticket to Ted,read his mind,ram into the car,turn invisible,,,,buy his father a tent,,saw Todd’s arm off,lock up the store,leave her dogs with him
100,450,TRUE,EN,10,75,,,0,,75,85,100,0,,85,,,15,20,90,100,,34,Male,White / Caucasian,,College Graduate (4 year),Rung 3,start a fundraiser,try to convince a passing driver to trade cars,,,call her mom,,pretend they are conjoined twins,keep an eye on him,ram into the car,take her to his house but no further,,store the knife in an airport locker,,,sell all the food to the highest bidder,leave Todd to save herself,stage a break-in at the store,hide him in the snow
100,2015,TRUE,EN,0,25,0,,85,0,,5,,,5,,,65,0,60,25,0,,46,Male,White / Caucasian,,Some College,Rung 6,take out a loan,steal a passing driver's car,sell one of his kidneys,,lie that her house burnt down,steal all of the food and water,,wave to the parents,,,call emergency services,,,abandon his father,request supplies to be airdropped,get her arm stuck in solidarity,lock up the store,carry her competitor on her sled
100,202,TRUE,EN,,,,90,60,50,29,51,86,8,99,90,,40,,72,,50,,27,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 3,,,,pull the fire alarm,copy a friend's assignment,huddle to conserve energy,try to buy a ticket off another person,read his mind,honk at the driver until they pull over,call her a cab,light a fire under the car,hide the knife in someone else's bag,,check in on his father daily,,saw Todd’s arm off,,steal his dogs for extra speed
100,895,TRUE,EN,6,34,0,11,,,90,80,94,0,,50,75,,92,,,2,,28,Female,White / Caucasian,,College Graduate (4 year),Rung 4,switch insurance plans,reschedule for a later flight,pay the money from his own wallet,renew her membership,,,steal someone else's ticket,tackle him and hold him down,ram into the car,take her to his house but no further,,ask to check the knife,run away,,throw disobedient passengers off the boat,,,carry her competitor on her sled
100,372,TRUE,EN,0,100,41,0,40,0,,,,100,,100,52,40,6,,57,,,33,Female,White / Caucasian,,Master's Degree (MS),Rung 4,take out a loan,call a taxi,explain the situation to his boss,pull the fire alarm,quickly try to redo the assignment,boost morale with a three-legged race,,,,steal whatever she has on her,,take a train instead,tell his sister as soon as possible,buy his father a tent,organize a fishing crew,,lock up the store,
100,683,TRUE,EN,,,0,100,9,0,,100,10,0,0,,79,0,0,0,,,,60,Male,White / Caucasian,,Some College,Rung 5,,,get an advance payday loan,crawl past the front desk,call her mom,collect wood to start a fire,,wave to the parents,honk at the driver until they pull over,refuse to drive her,call emergency services,,steal someone else’s ring,move into his father’s apartment,request supplies to be airdropped,give Todd her water,,
100,321,TRUE,EN,0,,100,0,10,,100,,100,0,0,90,30,0,,,,0,,29,Male,Black / African American,,College Graduate (4 year),Rung 4,switch insurance plans,,overcharge the next customers,pay for a day-pass to the gym,bring in the assignment the next day,,teleport into the concert,,ram into the car,refuse to drive her,slash the tires,pretend the knife is part of a hip replacement,call the taxi company,move into his father’s apartment,,,,carry her competitor on her sled
100,312,TRUE,EN,,100,21,75,85,0,30,82,27,,0,,,,46,0,0,,,30,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,,try to convince a passing driver to trade cars,explain the situation to his boss,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,pretend they are conjoined twins,tackle him and hold him down,honk an angry message in Morse code,,ask to use the mall's loudspeaker,,,,serve engine fuel to the passengers,yell at Todd for getting stuck,call his lawyer,
100,1180,TRUE,EN,,,100,,0,28,60,,0,,0,,58,73,30,20,86,0,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,overcharge the next customers,,call her mom,steal all of the food and water,try to buy a ticket off another person,,tailgate the car,,pour water on the car to cool it,,steal someone else’s ring,pitch his situation to a reality TV network,ration their food,get her arm stuck in solidarity,stage a break-in at the store,hide him in the snow
100,2392,TRUE,EN,60,,75,50,0,,0,,0,2,10,100,0,66,,2,,,,26,Female,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 7,go on strike for better wages,,stage a robbery,borrow someone's phone,hypnotize the teacher,,give her ticket to Ted,,pull over and call 911,refuse to drive her,check that the doors are locked,threaten security with the knife,borrow their mom’s wedding ring,abandon his father,,leave Todd to save herself,,
100,1520,TRUE,EN,35,,55,67,65,,,80,40,60,,87,86,,72,,45,29,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,explain the situation to his boss,crawl past the front desk,lie that her house burnt down,,,make cat noises at him until he leaves,honk an angry message in Morse code,refuse to drive her,,pretend the knife is part of a hip replacement,call the taxi company,,sell all the food to the highest bidder,,call his lawyer,call for help
100,886,TRUE,EN,25,,58,73,0,52,44,81,,18,,50,,6,,0,50,,,33,Male,White / Caucasian,,Some College,Rung 5,commit credit card fraud,,get an advance payday loan,lie that she left her card inside,call her mom,throw away all of the food,steal someone else's ticket,ask the parents if they know him,,yell in gibberish until she leaves,,hide the knife in someone else's bag,,get another job,,hike until she finds cell service,tell his lawyer that he’s sick,
100,484,TRUE,EN,20,87,96,,,,95,36,1,,1,,52,,60,83,45,88,,19,Female,Asian / Pacific Islander,,Some College,Rung 5,start a fundraiser,steal a passing driver's car,sell one of his kidneys,,,,steal someone else's ticket,keep an eye on him,take a detour at the next exit,,pour water on the car to cool it,,blame it on the maid of honor,,ration their food,saw Todd’s arm off,leave the store unattended,hide him in the snow
