Progress,Duration (in seconds),Finished,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,535,TRUE,35,95,5,95,65,1,20,,100,,,,92,0,56,0,,,,34,Male,Black / African American,,Some College,Rung 4,switch insurance plans,steal a passing driver's car,pay the money from his own wallet,renew her membership,lie that her house burnt down,throw away all of the food,go without Ted,,tailgate the car,,,,blame it on the maid of honor,get another job,sell all the food to the highest bidder,give Todd her water,,
100,304,TRUE,18,,62,30,61,1,50,,100,100,51,,70,,,20,0,,,18,Male,Black / African American,,High School or equivalent,Rung 3,go on strike for better wages,,overcharge the next customers,borrow someone's phone,call her mom,collect wood to start a fire,give her ticket to Ted,,tailgate the car,steal whatever she has on her,light a fire under the car,,steal someone else’s ring,,,yell at Todd for getting stuck,lock up the store,
100,1431,TRUE,37,51,7,62,,0,81,0,,0,,100,0,,100,,,0,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 5,search for the medication on the black market,steal a passing driver's car,pay the money from his own wallet,crawl past the front desk,,search for a water source,try to buy a ticket off another person,wave to the parents,,take her to his house but no further,,threaten security with the knife,tell his sister as soon as possible,,throw disobedient passengers off the boat,,,call for help
100,680,TRUE,60,12,10,25,26,,,0,,8,20,100,,18,,,0,96,,26,Female,White / Caucasian,,Master's Degree (MS),Rung 7,go on strike for better wages,try to convince a passing driver to trade cars,sell one of his kidneys,lie that she left her card inside,copy a friend's assignment,,,ask the parents if they know him,,turn invisible,ask to use the mall's loudspeaker,threaten security with the knife,,check in on his father daily,,,call his lawyer,hide him in the snow
100,460,TRUE,,26,60,,1,,50,46,,,,85,88,90,28,2,9,12,,23,Male,White / Caucasian,,High School or equivalent,Rung 3,,take a public bus,explain the situation to his boss,,bring in the assignment the next day,,pretend they are conjoined twins,read his mind,,,,store the knife in an airport locker,tell his sister as soon as possible,pitch his situation to a reality TV network,organize a fishing crew,leave Todd to save herself,leave the store unattended,carry her competitor on her sled
100,940,TRUE,,81,81,98,72,89,71,28,92,51,41,81,,,,81,,,,34,Male,Black / African American,,College Graduate (4 year),Rung 4,,try to convince a passing driver to trade cars,stage a robbery,pay for a day-pass to the gym,quickly try to redo the assignment,steal all of the food and water,steal someone else's ticket,ask the parents if they know him,ram into the car,refuse to drive her,pour water on the car to cool it,take a train instead,,,,saw Todd’s arm off,,
100,432,TRUE,0,,82,,100,,,4,0,,51,,18,0,2,51,90,40,,66,Female,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,,stage a robbery,,lie that her house burnt down,,,keep an eye on him,take a detour at the next exit,,slash the tires,,blame it on the maid of honor,get another job,request supplies to be airdropped,get her arm stuck in solidarity,lock up the store,finish the race
100,422,TRUE,,14,,40,95,4,68,,15,0,14,10,,71,,9,0,,,38,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,call a taxi,,borrow someone's phone,hypnotize the teacher,huddle to conserve energy,give her ticket to Ted,,honk an angry message in Morse code,refuse to drive her,check that the doors are locked,ask to check the knife,,abandon his father,,get her arm stuck in solidarity,call his lawyer,
100,959,TRUE,0,40,,0,0,59,98,,0,100,,0,,0,60,0,,,,26,Female,Hispanic / Latino,,Some College,Rung 6,switch insurance plans,reschedule for a later flight,,pull the fire alarm,call her mom,huddle to conserve energy,try to buy a ticket off another person,,tailgate the car,take her to his house but no further,,ask to check the knife,,pitch his situation to a reality TV network,organize a fishing crew,hike until she finds cell service,,
100,272,TRUE,0,25,,100,0,2,19,100,0,5,,100,50,,,0,,,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 3,commit credit card fraud,call a taxi,,pull the fire alarm,quickly try to redo the assignment,steal all of the food and water,try to buy a ticket off another person,read his mind,pull over and call 911,yell in gibberish until she leaves,,hide the knife in someone else's bag,call the taxi company,,,yell at Todd for getting stuck,,
100,272,TRUE,,,100,,95,95,,50,0,0,0,,,60,70,55,0,60,,32,Male,Native American / American Indian,,Some College,Rung 2,,,stage a robbery,,hypnotize the teacher,boost morale with a three-legged race,,tackle him and hold him down,pull over and call 911,call her a cab,ask to use the mall's loudspeaker,,,buy his father a tent,organize a fishing crew,hike until she finds cell service,call his lawyer,carry her competitor on her sled
100,759,TRUE,,100,0,,100,5,,,100,5,0,100,50,,100,97,,100,,63,Female,White / Caucasian,,High School or equivalent,Rung 5,,reschedule for a later flight,explain the situation to his boss,,hypnotize the teacher,steal all of the food and water,,,ram into the car,turn invisible,call emergency services,pretend the knife is part of a hip replacement,call the taxi company,,throw disobedient passengers off the boat,saw Todd’s arm off,,steal his dogs for extra speed
100,357,TRUE,,,0,70,,0,50,81,5,3,60,,,,0,5,40,100,,34,Female,Other,White & Middle Eastern,Some College,Rung 4,,,get an advance payday loan,lie that she left her card inside,,collect wood to start a fire,teleport into the concert,tackle him and hold him down,honk at the driver until they pull over,yell in gibberish until she leaves,slash the tires,,,,request supplies to be airdropped,saw Todd’s arm off,leave the store unattended,hide him in the snow
100,476,TRUE,0,60,,76,0,,,50,0,20,0,80,70,0,,,0,,,41,Male,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,reschedule for a later flight,,borrow someone's phone,bring in the assignment the next day,,,read his mind,take a detour at the next exit,turn invisible,call emergency services,pretend the knife is part of a hip replacement,tell his sister as soon as possible,get another job,,,tell his lawyer that he’s sick,
100,391,TRUE,,62,,45,44,100,,,37,,100,100,76,0,,65,0,0,,43,Male,White / Caucasian,,Some College,Rung 5,,demand that the airline delays the flight,,renew her membership,copy a friend's assignment,search for a water source,,,tailgate the car,,light a fire under the car,take a train instead,steal someone else’s ring,move into his father’s apartment,,get her arm stuck in solidarity,tell his lawyer that he’s sick,leave her dogs with him
100,580,TRUE,0,0,0,67,,10,,15,0,,10,50,10,,100,,,90,,27,Male,White / Caucasian,,Some College,Rung 3,start a fundraiser,take a public bus,pay the money from his own wallet,renew her membership,,boost morale with a three-legged race,,keep an eye on him,honk at the driver until they pull over,,ask to use the mall's loudspeaker,store the knife in an airport locker,borrow their mom’s wedding ring,,serve engine fuel to the passengers,,,steal his dogs for extra speed
100,547,TRUE,1,61,0,,100,100,20,,,,,100,81,0,100,30,,100,,35,Female,White / Caucasian,,High School or equivalent,Rung 5,search for the medication on the black market,call a taxi,sell one of his kidneys,,quickly try to redo the assignment,throw away all of the food,give her ticket to Ted,,,,,pretend the knife is part of a hip replacement,blame it on the maid of honor,move into his father’s apartment,throw disobedient passengers off the boat,leave Todd to save herself,,steal his dogs for extra speed
100,503,TRUE,0,41,100,100,,,9,64,,0,,,,0,10,0,100,0,,34,Male,Black / African American,,College Graduate (4 year),Rung 4,commit credit card fraud,take a public bus,sell one of his kidneys,pull the fire alarm,,,pretend they are conjoined twins,make cat noises at him until he leaves,,call her a cab,,,,pitch his situation to a reality TV network,ration their food,leave Todd to save herself,stage a break-in at the store,carry her competitor on her sled
100,270,TRUE,40,40,,,70,61,,,11,6,5,98,,10,,80,29,4,,42,Female,White / Caucasian,,Some College,Rung 6,search for the medication on the black market,call a taxi,,,quickly try to redo the assignment,throw away all of the food,,,honk an angry message in Morse code,refuse to drive her,call emergency services,threaten security with the knife,,move into his father’s apartment,,leave Todd to save herself,lock up the store,call for help
100,629,TRUE,100,100,95,100,,,95,,,,10,100,95,5,98,,100,100,,57,Female,White / Caucasian,,High School or equivalent,Rung 6,go on strike for better wages,steal a passing driver's car,get an advance payday loan,pay for a day-pass to the gym,,,teleport into the concert,,,,check that the doors are locked,take a train instead,blame it on the maid of honor,check in on his father daily,ration their food,,stage a break-in at the store,hide him in the snow
100,296,TRUE,,,0,100,50,0,,0,11,50,0,100,0,,,0,,100,,39,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,,explain the situation to his boss,pull the fire alarm,lie that her house burnt down,throw away all of the food,,read his mind,honk an angry message in Morse code,steal whatever she has on her,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,,hike until she finds cell service,,hide him in the snow
100,496,TRUE,50,90,,,100,,78,4,5,0,0,95,,20,70,,10,,,56,Female,Black / African American,,Master's Degree (MS),Rung 7,switch insurance plans,try to convince a passing driver to trade cars,,,copy a friend's assignment,,steal someone else's ticket,ask the parents if they know him,honk at the driver until they pull over,yell in gibberish until she leaves,pour water on the car to cool it,ask to check the knife,,buy his father a tent,sell all the food to the highest bidder,,lock up the store,
100,673,TRUE,1,,1,,1,50,100,1,1,4,100,80,50,,100,,,,,67,Female,White / Caucasian,,College Graduate (4 year),Rung 7,take out a loan,,pay the money from his own wallet,,call her mom,huddle to conserve energy,steal someone else's ticket,make cat noises at him until he leaves,take a detour at the next exit,refuse to drive her,light a fire under the car,take a train instead,run away,,sell all the food to the highest bidder,,,
100,398,TRUE,60,,55,81,,70,15,,,65,0,100,60,0,,,86,40,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,overcharge the next customers,crawl past the front desk,,search for a water source,pretend they are conjoined twins,,,steal whatever she has on her,call emergency services,threaten security with the knife,borrow their mom’s wedding ring,get another job,,,stage a break-in at the store,leave her dogs with him
100,514,TRUE,,0,,100,0,0,0,90,0,0,,,,0,0,0,,80,,46,Female,White / Caucasian,,College Graduate (4 year),Rung 8,,reschedule for a later flight,,crawl past the front desk,bring in the assignment the next day,huddle to conserve energy,go without Ted,tackle him and hold him down,pull over and call 911,call her a cab,,,,check in on his father daily,request supplies to be airdropped,saw Todd’s arm off,,carry her competitor on her sled
100,467,TRUE,72,78,100,,100,,,9,13,,6,20,83,,100,0,7,,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,steal a passing driver's car,stage a robbery,,lie that her house burnt down,,,wave to the parents,honk at the driver until they pull over,,check that the doors are locked,store the knife in an airport locker,steal someone else’s ring,,sell all the food to the highest bidder,give Todd her water,call his lawyer,
100,1131,TRUE,9,,,,100,,0,1,,0,1,0,0,100,51,100,8,,,68,Female,White / Caucasian,,Some College,Rung 5,take out a loan,,,,copy a friend's assignment,,go without Ted,wave to the parents,,take her to his house but no further,pour water on the car to cool it,ask to check the knife,run away,buy his father a tent,serve engine fuel to the passengers,saw Todd’s arm off,ask a friend to take over,
100,380,TRUE,,,0,65,10,,12,60,,25,,71,20,,12,5,30,5,,25,Female,White / Caucasian,,College Graduate (4 year),Rung 8,,,sell one of his kidneys,crawl past the front desk,quickly try to redo the assignment,,try to buy a ticket off another person,tackle him and hold him down,,take her to his house but no further,,take a train instead,tell his sister as soon as possible,,organize a fishing crew,hike until she finds cell service,ask a friend to take over,call for help
100,237,TRUE,0,52,52,,,1,1,1,100,0,100,100,,,,1,100,,,52,Female,White / Caucasian,,High School or equivalent,Rung 5,switch insurance plans,call a taxi,explain the situation to his boss,,,throw away all of the food,give her ticket to Ted,wave to the parents,ram into the car,turn invisible,slash the tires,store the knife in an airport locker,,,,yell at Todd for getting stuck,stage a break-in at the store,
100,412,TRUE,40,3,,30,,0,0,0,100,0,100,81,,19,3,,,,,54,Male,White / Caucasian,,Master's Degree (MS),Rung 7,search for the medication on the black market,try to convince a passing driver to trade cars,,pay for a day-pass to the gym,,steal all of the food and water,give her ticket to Ted,make cat noises at him until he leaves,ram into the car,yell in gibberish until she leaves,light a fire under the car,hide the knife in someone else's bag,,abandon his father,request supplies to be airdropped,,,
100,431,TRUE,7,25,4,,93,3,,,3,,2,,71,4,,73,61,67,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 3,start a fundraiser,demand that the airline delays the flight,pay the money from his own wallet,,copy a friend's assignment,boost morale with a three-legged race,,,pull over and call 911,,check that the doors are locked,,blame it on the maid of honor,get another job,,saw Todd’s arm off,leave the store unattended,finish the race
100,243,TRUE,7,62,,,0,60,,61,17,,2,100,97,,66,,1,55,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 6,go on strike for better wages,call a taxi,,,call her mom,search for a water source,,ask the parents if they know him,ram into the car,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,run away,,ration their food,,lock up the store,carry her competitor on her sled
100,1214,TRUE,,75,90,80,95,60,90,,0,65,,,,0,,20,90,65,,40,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 4,,demand that the airline delays the flight,get an advance payday loan,renew her membership,hypnotize the teacher,steal all of the food and water,pretend they are conjoined twins,,take a detour at the next exit,turn invisible,,,,pitch his situation to a reality TV network,,yell at Todd for getting stuck,leave the store unattended,leave her dogs with him
100,867,TRUE,1,10,5,51,,21,45,,,,,,94,65,99,6,4,77,,56,Female,White / Caucasian,,Some College,Rung 5,take out a loan,try to convince a passing driver to trade cars,explain the situation to his boss,borrow someone's phone,,throw away all of the food,teleport into the concert,,,,,,run away,abandon his father,serve engine fuel to the passengers,give Todd her water,tell his lawyer that he’s sick,finish the race
100,831,TRUE,0,,55,45,,0,5,0,100,,0,,100,30,75,0,,,,49,Male,Black / African American,,High School or equivalent,Rung 3,take out a loan,,overcharge the next customers,pay for a day-pass to the gym,,collect wood to start a fire,go without Ted,keep an eye on him,ram into the car,,call emergency services,,call the taxi company,abandon his father,throw disobedient passengers off the boat,yell at Todd for getting stuck,,
100,353,TRUE,,,2,40,,15,78,3,0,,3,,4,29,94,22,7,,,44,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,,explain the situation to his boss,pay for a day-pass to the gym,,huddle to conserve energy,teleport into the concert,keep an eye on him,pull over and call 911,,pour water on the car to cool it,,tell his sister as soon as possible,buy his father a tent,throw disobedient passengers off the boat,leave Todd to save herself,call his lawyer,
100,556,TRUE,20,,30,80,10,,0,,,50,0,,50,10,0,90,,60,,37,Female,White / Caucasian,,Some College,Rung 3,commit credit card fraud,,overcharge the next customers,lie that she left her card inside,lie that her house burnt down,,teleport into the concert,,,steal whatever she has on her,call emergency services,,call the taxi company,move into his father’s apartment,ration their food,get her arm stuck in solidarity,,hide him in the snow
100,411,TRUE,,,75,25,,,55,100,,0,,65,85,0,100,0,35,100,,35,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,overcharge the next customers,borrow someone's phone,,,steal someone else's ticket,read his mind,,call her a cab,,ask to check the knife,steal someone else’s ring,pitch his situation to a reality TV network,serve engine fuel to the passengers,give Todd her water,lock up the store,leave her dogs with him
100,832,TRUE,18,,,72,19,31,59,,96,,,72,89,,60,91,62,50,,37,Male,White / Caucasian,,College Graduate (4 year),Rung 4,switch insurance plans,,,lie that she left her card inside,bring in the assignment the next day,collect wood to start a fire,give her ticket to Ted,,honk an angry message in Morse code,,,ask to check the knife,borrow their mom’s wedding ring,,ration their food,leave Todd to save herself,ask a friend to take over,call for help
100,278,TRUE,81,19,100,,100,,100,29,,0,,100,,,10,0,0,1,,58,Female,White / Caucasian,,High School or equivalent,Rung 6,start a fundraiser,try to convince a passing driver to trade cars,stage a robbery,,hypnotize the teacher,,steal someone else's ticket,keep an eye on him,,refuse to drive her,,hide the knife in someone else's bag,,,organize a fishing crew,get her arm stuck in solidarity,tell his lawyer that he’s sick,leave her dogs with him
100,878,TRUE,68,35,50,78,,40,70,61,,64,80,84,,82,,,,92,,51,Female,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,steal a passing driver's car,get an advance payday loan,pull the fire alarm,,boost morale with a three-legged race,try to buy a ticket off another person,ask the parents if they know him,,call her a cab,slash the tires,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,,,,steal his dogs for extra speed
100,577,TRUE,0,90,100,100,15,100,0,,65,31,25,,,0,,0,,,,50,Female,White / Caucasian,,College Graduate (4 year),Rung 3,search for the medication on the black market,take a public bus,stage a robbery,renew her membership,copy a friend's assignment,steal all of the food and water,go without Ted,,tailgate the car,turn invisible,slash the tires,,,check in on his father daily,,yell at Todd for getting stuck,,
100,279,TRUE,,53,0,,88,6,,12,50,,4,,0,,10,14,47,0,,65,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,take a public bus,sell one of his kidneys,,lie that her house burnt down,collect wood to start a fire,,ask the parents if they know him,honk an angry message in Morse code,,ask to use the mall's loudspeaker,,borrow their mom’s wedding ring,,request supplies to be airdropped,hike until she finds cell service,tell his lawyer that he’s sick,carry her competitor on her sled
100,1164,TRUE,,76,63,46,72,,59,83,,31,,100,66,,69,,61,100,,28,Male,Hispanic / Latino,,Master's Degree (MS),Rung 5,,demand that the airline delays the flight,sell one of his kidneys,lie that she left her card inside,call her mom,,go without Ted,tackle him and hold him down,,yell in gibberish until she leaves,,take a train instead,steal someone else’s ring,,organize a fishing crew,,call his lawyer,hide him in the snow
100,954,TRUE,,65,0,,33,,,1,2,3,4,,30,50,34,1,80,,,56,Male,Native American / American Indian,,College Graduate (4 year),Rung 6,,demand that the airline delays the flight,pay the money from his own wallet,,hypnotize the teacher,,,read his mind,honk at the driver until they pull over,take her to his house but no further,pour water on the car to cool it,,run away,buy his father a tent,throw disobedient passengers off the boat,get her arm stuck in solidarity,ask a friend to take over,
100,375,TRUE,0,71,20,82,71,9,0,,,0,,100,1,3,,,0,,,48,Female,White / Caucasian,,Some College,Rung 5,commit credit card fraud,steal a passing driver's car,get an advance payday loan,pull the fire alarm,quickly try to redo the assignment,search for a water source,try to buy a ticket off another person,,,refuse to drive her,,pretend the knife is part of a hip replacement,call the taxi company,move into his father’s apartment,,,leave the store unattended,
100,184,TRUE,9,,0,45,,26,,43,,10,48,30,29,,2,,91,100,,32,Male,White / Caucasian,,Master's Degree (MS),Rung 6,commit credit card fraud,,explain the situation to his boss,borrow someone's phone,,boost morale with a three-legged race,,make cat noises at him until he leaves,,take her to his house but no further,check that the doors are locked,pretend the knife is part of a hip replacement,tell his sister as soon as possible,,sell all the food to the highest bidder,,stage a break-in at the store,steal his dogs for extra speed
100,367,TRUE,0,,,0,,,0,0,0,0,100,0,,0,100,0,,0,,28,Female,Other,Nonracial,College Graduate (4 year),Rung 5,go on strike for better wages,,,pull the fire alarm,,,pretend they are conjoined twins,wave to the parents,take a detour at the next exit,steal whatever she has on her,light a fire under the car,store the knife in an airport locker,,check in on his father daily,sell all the food to the highest bidder,give Todd her water,,call for help
100,345,TRUE,,0,,0,59,44,0,59,100,0,0,,54,0,,0,,,,40,Female,White / Caucasian,,Some College,Rung 4,,reschedule for a later flight,,pay for a day-pass to the gym,bring in the assignment the next day,boost morale with a three-legged race,go without Ted,tackle him and hold him down,ram into the car,yell in gibberish until she leaves,slash the tires,,blame it on the maid of honor,move into his father’s apartment,,yell at Todd for getting stuck,,
100,528,TRUE,38,38,42,,48,48,44,,20,,,66,,50,48,38,54,,,73,Female,White / Caucasian,,Some College,Rung 6,take out a loan,call a taxi,pay the money from his own wallet,,call her mom,collect wood to start a fire,pretend they are conjoined twins,,take a detour at the next exit,,,threaten security with the knife,,pitch his situation to a reality TV network,organize a fishing crew,hike until she finds cell service,leave the store unattended,
100,269,TRUE,,,0,100,,,0,,50,0,100,0,50,71,50,50,,100,,32,Female,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 6,,,sell one of his kidneys,lie that she left her card inside,,,try to buy a ticket off another person,,tailgate the car,turn invisible,pour water on the car to cool it,hide the knife in someone else's bag,run away,abandon his father,throw disobedient passengers off the boat,saw Todd’s arm off,,hide him in the snow
100,402,TRUE,50,71,,,83,50,,4,50,72,,,19,45,71,61,91,,,65,Male,White / Caucasian,,Some College,Rung 5,start a fundraiser,steal a passing driver's car,,,bring in the assignment the next day,huddle to conserve energy,,read his mind,honk at the driver until they pull over,steal whatever she has on her,,,tell his sister as soon as possible,check in on his father daily,serve engine fuel to the passengers,get her arm stuck in solidarity,ask a friend to take over,
100,609,TRUE,10,42,100,,80,,100,,10,,,100,,96,70,0,80,19,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,try to convince a passing driver to trade cars,stage a robbery,,copy a friend's assignment,,teleport into the concert,,tailgate the car,,,take a train instead,,buy his father a tent,request supplies to be airdropped,leave Todd to save herself,lock up the store,leave her dogs with him
100,481,TRUE,,0,0,20,70,,0,0,,,0,,0,0,5,,0,0,,51,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,demand that the airline delays the flight,overcharge the next customers,borrow someone's phone,lie that her house burnt down,,give her ticket to Ted,read his mind,,,call emergency services,,blame it on the maid of honor,get another job,ration their food,,tell his lawyer that he’s sick,finish the race
100,258,TRUE,0,61,100,70,38,,,90,43,,,81,40,,,0,0,0,,38,Female,White / Caucasian,,Some College,Rung 5,switch insurance plans,take a public bus,stage a robbery,borrow someone's phone,hypnotize the teacher,,,make cat noises at him until he leaves,honk an angry message in Morse code,,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,,yell at Todd for getting stuck,call his lawyer,carry her competitor on her sled
100,596,TRUE,3,24,35,13,20,9,94,10,,,40,5,,,,,6,99,,49,Female,White / Caucasian,,College Graduate (4 year),Rung 5,take out a loan,take a public bus,overcharge the next customers,pay for a day-pass to the gym,call her mom,steal all of the food and water,steal someone else's ticket,keep an eye on him,,,check that the doors are locked,store the knife in an airport locker,,,,,ask a friend to take over,steal his dogs for extra speed
100,876,TRUE,90,,90,100,,0,,5,,0,100,100,80,,85,,40,0,,34,Female,Black / African American,,College Graduate (4 year),Rung 3,go on strike for better wages,,get an advance payday loan,crawl past the front desk,,huddle to conserve energy,,keep an eye on him,,refuse to drive her,light a fire under the car,threaten security with the knife,call the taxi company,,serve engine fuel to the passengers,,lock up the store,carry her competitor on her sled
100,925,TRUE,,50,,63,0,,90,40,0,11,9,,94,50,,0,,8,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,reschedule for a later flight,,crawl past the front desk,hypnotize the teacher,,steal someone else's ticket,wave to the parents,pull over and call 911,yell in gibberish until she leaves,check that the doors are locked,,call the taxi company,get another job,,give Todd her water,,finish the race
100,250,TRUE,5,,,,,14,4,24,19,5,25,,40,24,10,5,14,,,26,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,search for the medication on the black market,,,,,throw away all of the food,pretend they are conjoined twins,ask the parents if they know him,honk an angry message in Morse code,call her a cab,light a fire under the car,,run away,move into his father’s apartment,sell all the food to the highest bidder,leave Todd to save herself,call his lawyer,
100,228,TRUE,,47,0,54,100,63,0,,,0,67,61,,16,7,,,0,,27,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,steal a passing driver's car,explain the situation to his boss,crawl past the front desk,copy a friend's assignment,steal all of the food and water,give her ticket to Ted,,,take her to his house but no further,slash the tires,store the knife in an airport locker,,abandon his father,ration their food,,,call for help
100,690,TRUE,60,20,,50,75,35,,25,1,10,0,70,,,,1,90,,,39,Male,White / Caucasian,,High School or equivalent,Rung 3,search for the medication on the black market,call a taxi,,renew her membership,quickly try to redo the assignment,huddle to conserve energy,,ask the parents if they know him,pull over and call 911,steal whatever she has on her,ask to use the mall's loudspeaker,take a train instead,,,,give Todd her water,stage a break-in at the store,
100,1795,TRUE,,100,,100,50,0,,0,0,,,39,30,80,100,,15,0,,34,Male,Hispanic / Latino,,College Graduate (4 year),Rung 3,,reschedule for a later flight,,renew her membership,quickly try to redo the assignment,throw away all of the food,,wave to the parents,take a detour at the next exit,,,ask to check the knife,borrow their mom’s wedding ring,abandon his father,serve engine fuel to the passengers,,leave the store unattended,leave her dogs with him
100,433,TRUE,31,83,,92,51,5,40,0,,10,32,,,0,40,,81,,,83,Male,White / Caucasian,,Some College,Rung 5,commit credit card fraud,try to convince a passing driver to trade cars,,pull the fire alarm,bring in the assignment the next day,search for a water source,try to buy a ticket off another person,wave to the parents,,turn invisible,pour water on the car to cool it,,,pitch his situation to a reality TV network,organize a fishing crew,,stage a break-in at the store,
100,443,TRUE,56,51,,62,58,,59,61,,53,,61,,60,52,59,54,,,26,Female,Black / African American,,Vocational/Technical School (2 year),Rung 7,go on strike for better wages,reschedule for a later flight,,lie that she left her card inside,call her mom,,teleport into the concert,keep an eye on him,,turn invisible,,threaten security with the knife,,buy his father a tent,organize a fishing crew,saw Todd’s arm off,tell his lawyer that he’s sick,
100,374,TRUE,,1,71,,100,75,,,17,0,1,,100,0,100,,0,0,,32,Female,Black / African American,,College Graduate (4 year),Rung 5,,reschedule for a later flight,get an advance payday loan,,lie that her house burnt down,steal all of the food and water,,,tailgate the car,call her a cab,ask to use the mall's loudspeaker,,blame it on the maid of honor,check in on his father daily,throw disobedient passengers off the boat,,call his lawyer,finish the race
100,193,TRUE,,68,26,58,52,46,,54,,,,63,42,27,72,33,,51,,20,Female,White / Caucasian,,Some College,Rung 4,,try to convince a passing driver to trade cars,sell one of his kidneys,crawl past the front desk,hypnotize the teacher,boost morale with a three-legged race,,ask the parents if they know him,,,,ask to check the knife,call the taxi company,move into his father’s apartment,serve engine fuel to the passengers,yell at Todd for getting stuck,,carry her competitor on her sled
100,458,TRUE,84,84,50,,,67,51,,64,64,,92,85,,23,4,,66,,44,Female,White / Caucasian,,Some College,Rung 10 (Top Rung),commit credit card fraud,demand that the airline delays the flight,pay the money from his own wallet,,,search for a water source,go without Ted,,honk at the driver until they pull over,take her to his house but no further,,hide the knife in someone else's bag,run away,,request supplies to be airdropped,hike until she finds cell service,,hide him in the snow
100,599,TRUE,,,0,50,0,,,30,0,,0,100,9,95,,0,0,9,,62,Female,White / Caucasian,,Some College,Rung 2,,,sell one of his kidneys,renew her membership,call her mom,,,tackle him and hold him down,take a detour at the next exit,,check that the doors are locked,threaten security with the knife,blame it on the maid of honor,abandon his father,,hike until she finds cell service,tell his lawyer that he’s sick,steal his dogs for extra speed
100,590,TRUE,25,,1,50,,90,44,70,1,,1,100,100,,,1,,37,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,,pay the money from his own wallet,lie that she left her card inside,,throw away all of the food,teleport into the concert,make cat noises at him until he leaves,honk at the driver until they pull over,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,steal someone else’s ring,,,give Todd her water,,call for help
100,408,TRUE,0,0,60,,,18,0,0,0,0,0,,,,0,0,0,,,61,Male,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,call a taxi,get an advance payday loan,,,collect wood to start a fire,try to buy a ticket off another person,read his mind,take a detour at the next exit,refuse to drive her,slash the tires,,,,request supplies to be airdropped,get her arm stuck in solidarity,ask a friend to take over,
100,480,TRUE,10,100,,60,95,,75,,100,0,100,10,,80,,,0,80,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 7,search for the medication on the black market,demand that the airline delays the flight,,borrow someone's phone,copy a friend's assignment,,steal someone else's ticket,,ram into the car,yell in gibberish until she leaves,light a fire under the car,ask to check the knife,,buy his father a tent,,,lock up the store,finish the race
100,344,TRUE,80,,80,100,100,,,50,,,0,100,80,10,100,0,,100,,42,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,go on strike for better wages,,explain the situation to his boss,renew her membership,lie that her house burnt down,,,tackle him and hold him down,,,pour water on the car to cool it,take a train instead,tell his sister as soon as possible,check in on his father daily,sell all the food to the highest bidder,saw Todd’s arm off,,steal his dogs for extra speed
100,329,TRUE,,24,,70,6,15,9,,78,8,,84,45,80,,,80,31,,58,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,steal a passing driver's car,,pull the fire alarm,bring in the assignment the next day,boost morale with a three-legged race,give her ticket to Ted,,tailgate the car,call her a cab,,pretend the knife is part of a hip replacement,steal someone else’s ring,pitch his situation to a reality TV network,,,stage a break-in at the store,hide him in the snow
